cellid,robust_vcr_10,robust_vcr_20,robust_vcr_30,robust_vcr_40,robust_vcr_50,robust_vcr_60,robust_vcr_70,robust_vcr_80,robust_vcr_90,robust_profitable_10,robust_profitable_20,robust_profitable_30,robust_profitable_40,robust_profitable_50,robust_profitable_60,robust_profitable_70,robust_profitable_80,robust_profitable_90,naive_vcr_10,naive_vcr_20,naive_vcr_30,naive_vcr_40,naive_vcr_50,naive_vcr_60,naive_vcr_70,naive_vcr_80,naive_vcr_90,naive_profitable_10,naive_profitable_20,naive_profitable_30,naive_profitable_40,naive_profitable_50,naive_profitable_60,naive_profitable_70,naive_profitable_80,naive_profitable_90,class_nono_10,class_yesyes_10,class_type1_10,class_type2_10,class_nono_20,class_yesyes_20,class_type1_20,class_type2_20,class_nono_30,class_yesyes_30,class_type1_30,class_type2_30,class_nono_40,class_yesyes_40,class_type1_40,class_type2_40,class_nono_50,class_yesyes_50,class_type1_50,class_type2_50,class_nono_60,class_yesyes_60,class_type1_60,class_type2_60,class_nono_70,class_yesyes_70,class_type1_70,class_type2_70,class_nono_80,class_yesyes_80,class_type1_80,class_type2_80,class_nono_90,class_yesyes_90,class_type1_90,class_type2_90,lat,lon,f_to_m_prratio_robust,prneeded_robust,prneeded_val_robust,f_to_m_prratio_naive,prneeded_naive,prneeded_val_naive
11920,2.977764,3.611133,4.013168,4.43525,4.867085,5.179736,5.73,6.001162,6.434627,1,1,1,1,1,1,1,1,1,7.747559,7.747559,7.747559,7.747559,7.747559,7.747559,7.747559,7.747559,7.747559,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-13.375,29.875,8.202493,Profitable if F to M below 10,3,10.30425,Profitable even if F to M above 10,4
11921,4.684573,5.232459,5.606528,6.027904,6.23748,6.553955,6.788494,7.261342,8.363487,1,1,1,1,1,1,1,1,1,7.747559,7.747559,7.747559,7.747559,7.747559,7.747559,7.747559,7.747559,7.747559,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-13.375,30.125,11.47182,Profitable even if F to M above 10,4,10.30425,Profitable even if F to M above 10,4
11922,5.044297,5.655854,6.053712,6.428767,6.761214,7.075586,7.508436,7.82188,8.150213,1,1,1,1,1,1,1,1,1,7.747559,7.747559,7.747559,7.747559,7.747559,7.747559,7.747559,7.747559,7.747559,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-13.375,30.375,12.38683,Profitable even if F to M above 10,4,10.30425,Profitable even if F to M above 10,4
11923,4.98948,5.464906,5.82785,6.099332,6.500168,6.803627,7.06569,7.647954,8.145958,1,1,1,1,1,1,1,1,1,7.747559,7.747559,7.747559,7.747559,7.747559,7.747559,7.747559,7.747559,7.747559,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-13.375,30.625,11.92468,Profitable even if F to M above 10,4,10.30425,Profitable even if F to M above 10,4
11924,5.91952,6.466231,6.774396,7.275204,7.652684,7.77721,7.961405,8.356519,9.073204,1,1,1,1,1,1,1,1,1,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-13.375,30.875,13.86146,Profitable even if F to M above 10,4,8.327336,Profitable if F to M below 10,3
11925,3.804474,4.315992,4.758912,5.276528,5.503479,5.80285,5.949058,6.247261,6.765466,1,1,1,1,1,1,1,1,1,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-13.375,31.125,9.737466,Profitable if F to M below 10,3,8.327336,Profitable if F to M below 10,3
11926,3.292213,3.553883,3.861831,4.077915,4.370147,4.504392,4.985488,5.317348,5.862714,1,1,1,1,1,1,1,1,1,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-13.375,31.375,7.9019,Profitable if F to M below 10,3,8.327336,Profitable if F to M below 10,3
11927,4.01923,4.68663,5.24227,5.459476,5.706231,5.916838,6.259292,6.435774,6.792889,1,1,1,1,1,1,1,1,1,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-13.375,31.625,10.70427,Profitable even if F to M above 10,4,8.327336,Profitable if F to M below 10,3
11928,2.107611,2.542525,2.761613,3.025329,3.264826,3.640833,3.828245,4.486416,5.070201,1,1,1,1,1,1,1,1,1,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-13.375,31.875,5.634126,Profitable if F to M below 10,3,8.327336,Profitable if F to M below 10,3
11929,2.499008,2.702673,3.01835,3.294454,3.412159,3.66638,3.859148,4.426791,5.093511,1,1,1,1,1,1,1,1,1,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-13.375,32.125,6.176008,Profitable if F to M below 10,3,8.327336,Profitable if F to M below 10,3
11930,5.400908,5.781407,6.203123,6.503527,6.690032,7.082603,7.381577,7.676652,8.244079,1,1,1,1,1,1,1,1,1,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-13.375,32.375,12.69254,Profitable even if F to M above 10,4,8.327336,Profitable if F to M below 10,3
11931,4.801967,5.576051,5.8171,6.010262,6.158654,6.397352,6.707038,7.048377,7.627194,1,1,1,1,1,1,1,1,1,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-13.375,32.625,11.88755,Profitable even if F to M above 10,4,8.327336,Profitable if F to M below 10,3
11932,4.664975,5.352136,5.736735,5.932173,6.099063,6.271221,6.393385,6.614584,7.15956,1,1,1,1,1,1,1,1,1,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,6.261155,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-13.375,32.875,11.73824,Profitable even if F to M above 10,4,8.327336,Profitable if F to M below 10,3
11933,3.219588,3.594837,3.831444,4.095303,4.216785,4.652066,4.952752,5.269846,5.578768,1,1,1,1,1,1,1,1,1,11.21712,11.21712,11.21712,11.21712,11.21712,11.21712,11.21712,11.21712,11.21712,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-13.375,33.125,7.839725,Profitable if F to M below 10,3,14.91877,Profitable even if F to M above 10,4
11934,4.206941,4.652043,5.211661,5.465539,5.595042,5.804133,6.243072,6.449218,6.969903,1,1,1,1,1,1,1,1,1,11.21712,11.21712,11.21712,11.21712,11.21712,11.21712,11.21712,11.21712,11.21712,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-13.375,33.375,10.66386,Profitable even if F to M above 10,4,14.91877,Profitable even if F to M above 10,4
11935,4.562057,5.142546,5.617693,5.856608,6.194994,6.505752,6.765739,7.15818,7.432425,1,1,1,1,1,1,1,1,1,11.21712,11.21712,11.21712,11.21712,11.21712,11.21712,11.21712,11.21712,11.21712,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-13.375,33.625,11.42676,Profitable even if F to M above 10,4,14.91877,Profitable even if F to M above 10,4
11936,4.156698,4.921605,5.181228,5.347754,5.504014,5.68853,6.045383,6.332466,7.292099,1,1,1,1,1,1,1,1,1,11.83944,11.83944,11.83944,11.83944,11.83944,11.83944,11.83944,11.83944,11.83944,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-13.375,33.875,10.59274,Profitable even if F to M above 10,4,15.74646,Profitable even if F to M above 10,4
11937,4.034372,4.380592,4.761052,5.030132,5.402591,5.655975,5.857062,6.050271,6.45083,1,1,1,1,1,1,1,1,1,11.21712,11.21712,11.21712,11.21712,11.21712,11.21712,11.21712,11.21712,11.21712,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-13.375,34.125,9.741845,Profitable if F to M below 10,3,14.91877,Profitable even if F to M above 10,4
11938,2.835567,3.193811,3.529669,3.881547,4.073957,4.32358,4.634043,4.812807,5.198098,1,1,1,1,1,1,1,1,1,11.21712,11.21712,11.21712,11.21712,11.21712,11.21712,11.21712,11.21712,11.21712,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-13.375,34.375,7.222245,Profitable if F to M below 10,3,14.91877,Profitable even if F to M above 10,4
11939,4.535815,4.895468,5.046537,5.135282,5.473402,5.727511,6.154754,6.570824,6.96663,1,1,1,1,1,1,1,1,1,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-13.375,34.875,10.31787,Profitable even if F to M above 10,4,-1.108805,Profitable at no price,1
11940,4.231195,4.649393,4.779055,5.034256,5.246535,5.69171,5.919073,6.13067,6.567167,1,1,1,1,1,1,1,1,1,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-13.375,35.125,9.776266,Profitable if F to M below 10,3,-1.108805,Profitable at no price,1
11941,5.032582,5.32857,5.615245,5.871176,6.036127,6.316976,6.583158,6.88154,7.152374,1,1,1,1,1,1,1,1,1,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-13.375,35.375,11.46595,Profitable even if F to M above 10,4,-1.108805,Profitable at no price,1
11942,4.259627,4.642931,4.822622,5.054637,5.283442,5.560732,5.78548,6.066944,6.3372,1,1,1,1,1,1,1,1,1,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-13.375,35.625,9.855878,Profitable if F to M below 10,3,-1.108805,Profitable at no price,1
11943,4.409218,4.705607,4.919737,5.097472,5.335219,5.571833,5.810508,6.053207,6.318017,1,1,1,1,1,1,1,1,1,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-13.375,35.875,10.05336,Profitable even if F to M above 10,4,-1.152215,Profitable at no price,1
11944,4.879396,5.074662,5.33883,5.44125,5.56259,5.751344,6.050399,6.208368,6.704267,1,1,1,1,1,1,1,1,1,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-13.375,36.125,10.90972,Profitable even if F to M above 10,4,-1.152215,Profitable at no price,1
11945,2.861378,3.096533,3.346398,3.589394,3.751524,3.973595,4.195039,4.429873,4.808897,1,1,1,1,1,1,1,1,1,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-13.375,36.875,6.847246,Profitable if F to M below 10,3,-1.152215,Profitable at no price,1
11946,3.398421,3.764421,4.053878,4.224627,4.4619,4.616747,4.783311,4.990216,5.31507,1,1,1,1,1,1,1,1,1,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-13.375,37.125,8.282478,Profitable if F to M below 10,3,-1.152215,Profitable at no price,1
11947,3.919352,4.201577,4.456966,4.681862,4.811065,4.988499,5.166739,5.496355,5.823247,1,1,1,1,1,1,1,1,1,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-13.375,37.375,9.119639,Profitable if F to M below 10,3,-1.152215,Profitable at no price,1
11948,3.887892,4.247221,4.507177,4.734316,4.929913,5.250173,5.381478,5.522027,5.635365,1,1,1,1,1,1,1,1,1,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-13.375,37.625,9.222377,Profitable if F to M below 10,3,-1.152215,Profitable at no price,1
11949,3.665367,3.89367,4.077209,4.286427,4.389276,4.542093,4.650975,4.875753,5.294813,1,1,1,1,1,1,1,1,1,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-13.375,37.875,8.342596,Profitable if F to M below 10,3,-1.152215,Profitable at no price,1
11950,2.822598,3.281915,3.371744,3.589231,3.775397,3.909696,4.053291,4.303172,4.601818,1,1,1,1,1,1,1,1,1,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-13.375,38.375,6.89676,Profitable if F to M below 10,3,-1.152215,Profitable at no price,1
11951,3.431885,3.765881,4.054291,4.20419,4.379406,4.493974,4.593589,4.739009,5.050597,1,1,1,1,1,1,1,1,1,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-13.375,38.625,8.294817,Profitable if F to M below 10,3,-1.152215,Profitable at no price,1
11952,3.788882,4.03344,4.148686,4.324321,4.405717,4.573032,4.684614,5.036245,5.422294,1,1,1,1,1,1,1,1,1,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-13.375,38.875,8.483205,Profitable if F to M below 10,3,-1.152215,Profitable at no price,1
11953,4.173633,4.521051,4.741744,4.806631,5.031166,5.16093,5.38443,5.639553,5.851282,1,1,1,1,1,1,1,1,1,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-13.375,39.125,9.702337,Profitable if F to M below 10,3,-1.152215,Profitable at no price,1
11954,3.401687,3.664851,3.865027,4.043577,4.158986,4.282415,4.391206,4.578579,4.745766,1,1,1,1,1,1,1,1,1,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-13.375,39.375,7.90844,Profitable if F to M below 10,3,-1.108805,Profitable at no price,1
11955,3.940464,4.17882,4.402269,4.617077,4.784692,4.974903,5.180102,5.351212,5.539125,1,1,1,1,1,1,1,1,1,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-13.375,39.625,9.00772,Profitable if F to M below 10,3,-1.108805,Profitable at no price,1
11956,2.956207,3.166688,3.292097,3.459811,3.562602,3.761716,3.920607,4.038758,4.201308,1,1,1,1,1,1,1,1,1,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,-0.866327,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-13.375,39.875,6.731841,Profitable if F to M below 10,3,-1.152215,Profitable at no price,1
11957,3.596423,3.738589,4.057559,4.179138,4.300152,4.425828,4.539233,4.673295,4.925108,1,1,1,1,1,1,1,1,1,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-13.375,40.125,8.302391,Profitable if F to M below 10,3,-1.108805,Profitable at no price,1
11958,1.849557,2.050466,2.154623,2.291771,2.399951,2.514554,2.679808,2.810239,3.057353,1,1,1,1,1,1,1,1,1,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-13.375,40.375,4.408689,Profitable if F to M below 5,2,-1.108805,Profitable at no price,1
11959,2.191146,2.450818,2.6236,2.725249,2.805867,2.942868,3.10058,3.224339,3.446487,1,1,1,1,1,1,1,1,1,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,-0.8336879,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-13.375,40.625,5.367394,Profitable if F to M below 10,3,-1.108805,Profitable at no price,1
11963,0.9338775,1.22272,1.454478,1.604848,1.784822,1.932548,2.16921,2.314001,2.756943,1,1,1,1,1,1,1,0,0,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-13.375,48.875,2.959354,Profitable if F to M below 5,2,4.569558,Profitable if F to M below 5,2
11964,1.485414,1.58772,1.716854,1.937685,2.16655,2.325454,2.540394,2.764879,3.216917,1,1,1,1,1,1,1,1,1,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-13.375,49.125,3.500632,Profitable if F to M below 5,2,4.569558,Profitable if F to M below 5,2
11965,1.527205,1.667751,1.865245,2.039004,2.202797,2.350634,2.701278,2.90767,3.374408,1,1,1,1,1,1,1,1,1,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-13.375,49.375,3.816579,Profitable if F to M below 5,2,4.569558,Profitable if F to M below 5,2
11966,2.376802,2.936639,3.093843,3.234702,3.397442,3.648494,3.933395,4.217071,4.459591,1,1,1,1,1,1,1,1,1,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-13.375,49.625,6.30027,Profitable if F to M below 10,3,4.569558,Profitable if F to M below 5,2
11967,2.556911,2.910902,3.207243,3.490672,3.644373,3.877407,4.14528,4.348175,4.643867,1,1,1,1,1,1,1,1,1,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-13.375,49.875,6.562513,Profitable if F to M below 10,3,4.569558,Profitable if F to M below 5,2
11968,4.387358,4.754718,5.013611,5.177175,5.343842,5.527131,5.817369,6.040553,6.276835,1,1,1,1,1,1,1,1,1,1.797336,1.797336,1.797336,1.797336,1.797336,1.797336,1.797336,1.797336,1.797336,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-13.625,13.875,10.25862,Profitable even if F to M above 10,4,2.390456,Profitable if F to M below 5,2
11969,6.402491,6.758411,7.002751,7.094794,7.323271,7.627401,7.757462,7.938451,8.308134,1,1,1,1,1,1,1,1,1,11.03709,11.03709,11.03709,11.03709,11.03709,11.03709,11.03709,11.03709,11.03709,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-13.625,14.875,14.3084,Profitable even if F to M above 10,4,14.67933,Profitable even if F to M above 10,4
11970,6.415186,6.808951,7.110599,7.345285,7.595973,7.760926,7.925862,8.173589,8.558092,1,1,1,1,1,1,1,1,1,11.03709,11.03709,11.03709,11.03709,11.03709,11.03709,11.03709,11.03709,11.03709,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-13.625,15.125,14.52111,Profitable even if F to M above 10,4,14.67933,Profitable even if F to M above 10,4
11971,6.957677,7.186901,7.505537,7.782868,7.995516,8.251225,8.412556,8.691168,8.947549,1,1,1,1,1,1,1,1,1,11.03709,11.03709,11.03709,11.03709,11.03709,11.03709,11.03709,11.03709,11.03709,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-13.625,15.375,15.35748,Profitable even if F to M above 10,4,14.67933,Profitable even if F to M above 10,4
11972,6.559538,7.124815,7.372564,7.609609,7.825197,8.009445,8.219826,8.559142,8.854364,1,1,1,1,1,1,1,1,1,11.03709,11.03709,11.03709,11.03709,11.03709,11.03709,11.03709,11.03709,11.03709,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-13.625,15.625,15.07636,Profitable even if F to M above 10,4,14.67933,Profitable even if F to M above 10,4
11973,6.370924,6.566206,6.928045,7.131116,7.370943,7.590619,7.837656,8.296259,8.783543,1,1,1,1,1,1,1,1,1,11.03709,11.03709,11.03709,11.03709,11.03709,11.03709,11.03709,11.03709,11.03709,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-13.625,15.875,14.14534,Profitable even if F to M above 10,4,14.67933,Profitable even if F to M above 10,4
11974,5.04054,5.504215,5.858839,6.046583,6.176542,6.354416,6.565815,6.923675,7.183606,1,1,1,1,1,1,1,1,1,11.03709,11.03709,11.03709,11.03709,11.03709,11.03709,11.03709,11.03709,11.03709,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-13.625,16.125,11.98432,Profitable even if F to M above 10,4,14.67933,Profitable even if F to M above 10,4
