cellid,y_pred_sim_dif_probT_cfrobust,irr_sim_probT_cfrobust,cr_sim_probT_cfrobust,crnrt_sim_probT_cfrobust,irr_sim_gtP_cfrobust,irrnrt_sim_gtP_cfrobust,y_pred_sim_dif_probT_naive,irr_sim_probT_naive,cr_sim_probT_naive,crnrt_sim_probT_naive,irr_sim_gtP_naive,irrnrt_sim_gtP_naive,lat,lon,class_nono_probT,classnrt_nono_probT,class_yesyes_probT,classnrt_yesyes_probT,class_type1_probT,classnrt_type1_probT,class_type2_probT,classnrt_type2_probT
"15052",".433806479","nan","2.383552074","nan","nan","nan","-.0882382393","nan","-.3151365817","-.4848254919","nan","nan","-22.375","33.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15053",".4861852229","nan","2.67134738","nan","nan","nan","-.0882382393","nan","-.3151365817","-.4848254919","nan","nan","-22.375","33.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15054",".4469817877","nan","2.455944061","nan","nan","nan","-.0882382393","nan","-.3151365817","-.4848254919","nan","nan","-22.375","33.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15055",".5657016039","nan","3.108250618","nan","nan","nan",".6048884392","nan","2.160315752","3.32356286","nan","nan","-22.375","34.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15056",".6365599632","nan","3.497582197","nan","nan","nan",".6048884392","nan","2.160315752","3.32356286","nan","nan","-22.375","34.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15057",".7457834482","nan","4.097711086","nan","nan","nan",".6048884392","nan","2.160315752","3.32356286","nan","nan","-22.375","34.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15058",".7689954042","nan","4.22524929","nan","nan","nan",".6048884392","nan","2.160315752","3.32356286","nan","nan","-22.375","34.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15059",".7289634943","nan","4.005293846","nan","nan","nan",".6048884392","nan","2.160315752","3.32356286","nan","nan","-22.375","35.125","nan","nan","nan","nan","nan","nan","nan","nan"
"1506",".6750128269","nan","3.708861828","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","12.125","-6.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15060",".8578258753","nan","4.713329315","nan","nan","nan",".6048884392","nan","2.160315752","3.32356286","nan","nan","-22.375","35.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15062",".4910294116","nan","2.697963715","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-22.375","43.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15063",".5295382142","nan","2.909550667","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-22.375","43.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15064",".7117124796","nan","3.910508156","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-22.375","43.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15065",".8887472153","nan","4.883226395","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-22.375","44.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15066",".850173831","nan","4.671284676","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-22.375","44.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15067",".694111228","nan","3.813797951","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-22.375","44.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15068",".5798164606","nan","3.185804844","nan","nan","nan",".9162558317","nan","3.272342205","5.034372807","nan","nan","-22.375","44.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15069",".6787885427","nan","3.729607582","nan","nan","nan",".9162558317","nan","3.272342205","5.034372807","nan","nan","-22.375","45.125","nan","nan","nan","nan","nan","nan","nan","nan"
"1507",".7518150806","nan","4.130851746","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","12.125","-6.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15070",".9055346251","nan","4.975464821","nan","nan","nan",".9162558317","nan","3.272342205","5.034372807","nan","nan","-22.375","45.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15071",".59270823","nan","3.256638527","nan","nan","nan",".9162558317","nan","3.272342205","5.034372807","nan","nan","-22.375","45.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15072",".7022141218","nan","3.858319283","nan","nan","nan",".9162558317","nan","3.272342205","5.034372807","nan","nan","-22.375","45.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15073",".7578461766","nan","4.163990021","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-22.375","46.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15074",".8515715599","nan","4.678964615","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-22.375","46.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15075","1.235641241","nan","6.789237022","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-22.375","46.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15076",".2678315043","nan","1.471601725","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-22.375","46.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15077","1.286870718","nan","7.070718765","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-22.375","47.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15078","1.044363499","nan","5.738261223","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-22.375","47.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15079",".9735324383","nan","5.349079132","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-22.375","47.625","nan","nan","nan","nan","nan","nan","nan","nan"
"1508",".7539442182","nan","4.142550468","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","12.125","-5.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15080",".8527536988","nan","4.685460091","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-22.375","47.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15081",".7760720849","nan","4.2641325","nan","nan","nan","2.268167496","nan","8.100598335","12.46245861","nan","nan","-22.625","30.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15082",".5683808327","nan","3.122971535","nan","nan","nan",".3276379108","nan","1.170135379","1.80020833","nan","nan","-22.625","31.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15083",".5485271215","nan","3.01388526","nan","nan","nan",".3276379108","nan","1.170135379","1.80020833","nan","nan","-22.625","31.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15084",".3632543087","nan","1.995902777","nan","nan","nan",".3276379108","nan","1.170135379","1.80020833","nan","nan","-22.625","32.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15085",".3891259432","nan","2.138054609","nan","nan","nan",".3276379108","nan","1.170135379","1.80020833","nan","nan","-22.625","32.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15086",".4204784036","nan","2.310320854","nan","nan","nan",".3276379108","nan","1.170135379","1.80020833","nan","nan","-22.625","32.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15087",".4971259534","nan","2.731461287","nan","nan","nan","-.0882382393","nan","-.3151365817","-.4848254919","nan","nan","-22.625","33.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15088",".5713128448","nan","3.139081478","nan","nan","nan","-.0882382393","nan","-.3151365817","-.4848254919","nan","nan","-22.625","33.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15089",".4916570187","nan","2.701412201","nan","nan","nan",".6048884392","nan","2.160315752","3.32356286","nan","nan","-22.625","34.125","nan","nan","nan","nan","nan","nan","nan","nan"
"1509",".6201948524","nan","3.407663822","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","12.125","-5.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15090",".4946333766","nan","2.717765808","nan","nan","nan",".6048884392","nan","2.160315752","3.32356286","nan","nan","-22.625","34.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15091",".717566371","nan","3.942672253","nan","nan","nan",".6048884392","nan","2.160315752","3.32356286","nan","nan","-22.625","34.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15092",".7704293132","nan","4.233128071","nan","nan","nan",".6048884392","nan","2.160315752","3.32356286","nan","nan","-22.625","35.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15093",".6664357185","nan","3.661734581","nan","nan","nan",".6048884392","nan","2.160315752","3.32356286","nan","nan","-22.625","35.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15094",".5023295283","nan","2.760052204","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-22.625","43.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15095",".4500745535","nan","2.472937107","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-22.625","43.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15096",".7571488619","nan","4.160158634","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-22.625","43.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15097",".918656826","nan","5.04756546","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-22.625","44.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15098",".7900745869","nan","4.341069221","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-22.625","44.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15099",".728800118","nan","4.004396439","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-22.625","44.625","nan","nan","nan","nan","nan","nan","nan","nan"
"151",".5079709888","nan","2.79104948","nan","nan","nan","1.738792181","nan","6.209971905","9.553803444","nan","nan","15.375","-3.625","nan","nan","nan","nan","nan","nan","nan","nan"
"1510",".7041356564","nan","3.868877172","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","12.125","-5.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15100",".6944157481","nan","3.815471172","nan","nan","nan",".9162558317","nan","3.272342205","5.034372807","nan","nan","-22.625","44.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15101",".7086105347","nan","3.893464088","nan","nan","nan",".9162558317","nan","3.272342205","5.034372807","nan","nan","-22.625","45.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15102",".8555675745","nan","4.700921059","nan","nan","nan",".9162558317","nan","3.272342205","5.034372807","nan","nan","-22.625","45.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15103",".5832502842","nan","3.20467186","nan","nan","nan",".9162558317","nan","3.272342205","5.034372807","nan","nan","-22.625","45.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15104",".6965321302","nan","3.8270998","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-22.625","45.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15105",".5045765042","nan","2.772398472","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-22.625","46.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15106",".8414819241","nan","4.62352705","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-22.625","46.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15107",".896754086","nan","4.927220345","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-22.625","46.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15108",".831772387","nan","4.570178032","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-22.625","46.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15109",".8757412434","nan","4.811765194","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-22.625","47.125","nan","nan","nan","nan","nan","nan","nan","nan"
"1511",".5673850179","nan","3.117500067","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","12.125","-5.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15110",".9458019137","nan","5.196713924","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-22.625","47.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15111",".9735040665","nan","5.348923683","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-22.625","47.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15112",".8403772712","nan","4.61745739","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-22.625","47.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15113",".5157279372","nan","2.833669901","nan","nan","nan","2.202648401","nan","7.866601467","12.10246372","nan","nan","-22.875","26.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15114",".7155138254","nan","3.931394577","nan","nan","nan","2.268167496","nan","8.100598335","12.46245861","nan","nan","-22.875","29.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15115","1.137187719","nan","6.248283863","nan","nan","nan","2.268167496","nan","8.100598335","12.46245861","nan","nan","-22.875","30.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15116","1.180618525","nan","6.486915588","nan","nan","nan","2.268167496","nan","8.100598335","12.46245861","nan","nan","-22.875","30.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15117",".7749481201","nan","4.257956505","nan","nan","nan","2.268167496","nan","8.100598335","12.46245861","nan","nan","-22.875","30.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15118",".5767553449","nan","3.168985367","nan","nan","nan","2.268167496","nan","8.100598335","12.46245861","nan","nan","-22.875","30.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15119",".7550606132","nan","4.148684502","nan","nan","nan","2.268167496","nan","8.100598335","12.46245861","nan","nan","-22.875","31.375","nan","nan","nan","nan","nan","nan","nan","nan"
"1512",".5542742014","nan","3.045462608","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","12.125","-4.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15120",".5322726965","nan","2.924575329","nan","nan","nan",".3276379108","nan","1.170135379","1.80020833","nan","nan","-22.875","31.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15121",".5092374086","nan","2.798007727","nan","nan","nan",".3276379108","nan","1.170135379","1.80020833","nan","nan","-22.875","32.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15122",".3445786536","nan","1.893289328","nan","nan","nan",".3276379108","nan","1.170135379","1.80020833","nan","nan","-22.875","32.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15123",".5563608408","nan","3.056927681","nan","nan","nan",".3276379108","nan","1.170135379","1.80020833","nan","nan","-22.875","32.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15124",".2947037816","nan","1.61925149","nan","nan","nan","-.0882382393","nan","-.3151365817","-.4848254919","nan","nan","-22.875","33.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15125",".3961811066","nan","2.176819324","nan","nan","nan","-.0882382393","nan","-.3151365817","-.4848254919","nan","nan","-22.875","33.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15126",".452811867","nan","2.487977266","nan","nan","nan","-.0882382393","nan","-.3151365817","-.4848254919","nan","nan","-22.875","34.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15127",".5237782001","nan","2.877902031","nan","nan","nan",".6048884392","nan","2.160315752","3.32356286","nan","nan","-22.875","34.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15128",".67839396","nan","3.727439404","nan","nan","nan",".6048884392","nan","2.160315752","3.32356286","nan","nan","-22.875","34.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15129",".7344917655","nan","4.035669327","nan","nan","nan",".6048884392","nan","2.160315752","3.32356286","nan","nan","-22.875","34.875","nan","nan","nan","nan","nan","nan","nan","nan"
"1513",".5494338274","nan","3.018867016","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","12.125","-4.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15130",".8121786118","nan","4.462519646","nan","nan","nan",".6048884392","nan","2.160315752","3.32356286","nan","nan","-22.875","35.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15131",".7370064259","nan","4.04948616","nan","nan","nan",".6048884392","nan","2.160315752","3.32356286","nan","nan","-22.875","35.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15133",".4865442514","nan","2.673320055","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-22.875","43.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15134",".5408551693","nan","2.971731663","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-22.875","43.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15135",".7153487206","nan","3.930487633","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-22.875","43.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15136",".8356344104","nan","4.591397762","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-22.875","44.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15137",".6029720306","nan","3.313033342","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-22.875","44.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15138",".6974967718","nan","3.832399845","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-22.875","44.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15139",".7151293755","nan","3.929282188","nan","nan","nan",".9162558317","nan","3.272342205","5.034372807","nan","nan","-22.875","44.875","nan","nan","nan","nan","nan","nan","nan","nan"
"1514",".6567729115","nan","3.60864234","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","12.125","-4.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15140",".6375257969","nan","3.502889156","nan","nan","nan",".9162558317","nan","3.272342205","5.034372807","nan","nan","-22.875","45.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15141",".8259427547","nan","4.538146973","nan","nan","nan",".9162558317","nan","3.272342205","5.034372807","nan","nan","-22.875","45.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15142",".4703009129","nan","2.584071159","nan","nan","nan",".9162558317","nan","3.272342205","5.034372807","nan","nan","-22.875","45.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15143",".4321250916","nan","2.374313831","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-22.875","45.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15144",".6236642599","nan","3.426726341","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-22.875","46.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15145",".3601703048","nan","1.978957772","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-22.875","46.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15146","1.007907152","nan","5.537950993","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-22.875","46.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15147",".8210535645","nan","4.511282921","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-22.875","46.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15148",".8425902128","nan","4.629616261","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-22.875","47.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15149",".9792387486","nan","5.380433083","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-22.875","47.375","nan","nan","nan","nan","nan","nan","nan","nan"
"1515",".5133788586","nan","2.820763111","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","12.125","-4.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15150","1.11634624","nan","6.133770466","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-22.875","47.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15151",".8102409244","nan","4.451872826","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-22.875","47.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15152",".3076847792","nan","1.6905756","nan","nan","nan","2.202648401","nan","7.866601467","12.10246372","nan","nan","-23.125","25.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15153",".3850171864","nan","2.115478992","nan","nan","nan","2.202648401","nan","7.866601467","12.10246372","nan","nan","-23.125","26.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15154",".3881109059","nan","2.132477522","nan","nan","nan","2.202648401","nan","7.866601467","12.10246372","nan","nan","-23.125","26.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15155",".4559001625","nan","2.504945993","nan","nan","nan","2.202648401","nan","7.866601467","12.10246372","nan","nan","-23.125","26.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15156",".433113724","nan","2.379745722","nan","nan","nan","2.202648401","nan","7.866601467","12.10246372","nan","nan","-23.125","26.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15157",".9755885601","nan","5.360376835","nan","nan","nan","2.268167496","nan","8.100598335","12.46245861","nan","nan","-23.125","30.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15158",".777736783","nan","4.27327919","nan","nan","nan","2.268167496","nan","8.100598335","12.46245861","nan","nan","-23.125","30.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15159",".5865852833","nan","3.222995758","nan","nan","nan",".3276379108","nan","1.170135379","1.80020833","nan","nan","-23.125","31.625","nan","nan","nan","nan","nan","nan","nan","nan"
"1516",".6205859184","nan","3.409812689","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","12.125","-3.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15160",".439932704","nan","2.417212486","nan","nan","nan",".3276379108","nan","1.170135379","1.80020833","nan","nan","-23.125","32.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15161",".5032255054","nan","2.764975309","nan","nan","nan",".3276379108","nan","1.170135379","1.80020833","nan","nan","-23.125","32.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15162",".4622399807","nan","2.53978014","nan","nan","nan","-.0882382393","nan","-.3151365817","-.4848254919","nan","nan","-23.125","33.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15163",".411429286","nan","2.260600567","nan","nan","nan","-.0882382393","nan","-.3151365817","-.4848254919","nan","nan","-23.125","33.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15164",".4741477668","nan","2.605207443","nan","nan","nan","-.0882382393","nan","-.3151365817","-.4848254919","nan","nan","-23.125","33.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15165",".4841060042","nan","2.659923077","nan","nan","nan","-.0882382393","nan","-.3151365817","-.4848254919","nan","nan","-23.125","34.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15166",".4859582186","nan","2.670100212","nan","nan","nan",".6048884392","nan","2.160315752","3.32356286","nan","nan","-23.125","34.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15167",".6782479286","nan","3.726636887","nan","nan","nan",".6048884392","nan","2.160315752","3.32356286","nan","nan","-23.125","34.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15168",".9228528738","nan","5.07062006","nan","nan","nan",".6048884392","nan","2.160315752","3.32356286","nan","nan","-23.125","34.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15169",".8003422022","nan","4.397484779","nan","nan","nan",".6048884392","nan","2.160315752","3.32356286","nan","nan","-23.125","35.125","nan","nan","nan","nan","nan","nan","nan","nan"
"1517",".5225454569","nan","2.871129036","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","12.125","-3.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15170",".7754609585","nan","4.260774136","nan","nan","nan",".6048884392","nan","2.160315752","3.32356286","nan","nan","-23.125","35.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15171",".4964334965","nan","2.727656364","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-23.125","43.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15172",".639945507","nan","3.51618433","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-23.125","43.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15173",".5485746264","nan","3.014146328","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-23.125","44.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15174",".5959990621","nan","3.274720192","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-23.125","44.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15175",".5898033381","nan","3.240677834","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-23.125","44.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15176",".7582268715","nan","4.166081429","nan","nan","nan",".9162558317","nan","3.272342205","5.034372807","nan","nan","-23.125","44.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15177",".8891993761","nan","4.885710716","nan","nan","nan",".9162558317","nan","3.272342205","5.034372807","nan","nan","-23.125","45.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15178",".7383262515","nan","4.0567379","nan","nan","nan",".9162558317","nan","3.272342205","5.034372807","nan","nan","-23.125","45.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15179",".8143805265","nan","4.474617958","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-23.125","45.625","nan","nan","nan","nan","nan","nan","nan","nan"
"1518",".5212835073","nan","2.864195347","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","12.125","-3.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15180",".6455352306","nan","3.546896935","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-23.125","45.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15181",".5522934198","nan","3.034579277","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-23.125","46.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15182",".7286933661","nan","4.003809929","nan","nan","nan","2.432774782","nan","8.688481331","13.36689472","nan","nan","-23.125","46.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15183",".3121241033","nan","1.714967608","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-23.125","46.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15184",".2568676472","nan","1.411360741","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-23.125","46.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15185","1.024825096","nan","5.630907059","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-23.125","47.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15186",".9244839549","nan","5.079582214","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-23.125","47.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15187","1.136353016","nan","6.243697166","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-23.125","47.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15188",".311412245","nan","1.711056232","nan","nan","nan","2.202648401","nan","7.866601467","12.10246372","nan","nan","-23.375","25.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15189",".3782878518","nan","2.078504801","nan","nan","nan","2.202648401","nan","7.866601467","12.10246372","nan","nan","-23.375","26.625","nan","nan","nan","nan","nan","nan","nan","nan"
"1519",".5379002094","nan","2.955495834","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","12.125","-3.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15190",".3848582804","nan","2.114605904","nan","nan","nan","2.202648401","nan","7.866601467","12.10246372","nan","nan","-23.375","26.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15191",".503233254","nan","2.765017986","nan","nan","nan","2.268167496","nan","8.100598335","12.46245861","nan","nan","-23.375","28.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15192",".716029048","nan","3.934225559","nan","nan","nan","2.268167496","nan","8.100598335","12.46245861","nan","nan","-23.375","29.875","nan","nan","nan","nan","nan","nan","nan","nan"
