cellid,y_pred_sim_dif_probT_cfrobust,irr_sim_probT_cfrobust,cr_sim_probT_cfrobust,crnrt_sim_probT_cfrobust,irr_sim_gtP_cfrobust,irrnrt_sim_gtP_cfrobust,y_pred_sim_dif_probT_naive,irr_sim_probT_naive,cr_sim_probT_naive,crnrt_sim_probT_naive,irr_sim_gtP_naive,irrnrt_sim_gtP_naive,lat,lon,class_nono_probT,classnrt_nono_probT,class_yesyes_probT,classnrt_yesyes_probT,class_type1_probT,classnrt_type1_probT,class_type2_probT,classnrt_type2_probT
"7649",".9611093998","1.317004204","5.280820847","nan",".8730000257","nan",".9677560329","1.332811832","3.456271648","5.317340851","1","1","-.625","24.125","0","0","1","1","0","0","0","0"
"765",".641361177","nan","3.523962498","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.625","-5.125","nan","nan","nan","nan","nan","nan","nan","nan"
"7650","1.077081442","1.550685644","5.918029785","nan",".9150000215","nan",".9677560329","1.287454247","3.456271648","5.317340851","1","1","-.625","25.125","0","0","1","1","0","0","0","0"
"7651","1.057464123","1.484467387","5.810242653","nan",".9240000248","nan",".9677560329","1.275263667","3.456271648","5.317340851","1","1","-.625","25.375","0","0","1","1","0","0","0","0"
"7652","1.400637388","1.743284464","7.695810318","nan",".9470000267","nan",".9677560329",".8939211965","3.456271648","5.317340851","0","1","-.625","28.125","0","0","0","1","1","0","0","0"
"7653","1.450364828","1.839880466","7.96903801","nan",".9700000286","nan",".9677560329",".8921699524","3.456271648","5.317340851","0","1","-.625","28.375","0","0","0","1","1","0","0","0"
"7654","1.949262857","2.807532549","10.7102356","nan",".9919999838","nan","2.432774782","3.746245384","8.688481331","13.36689472","1","1","-.625","28.625","0","0","1","1","0","0","0","0"
"7655","1.43763113","1.798845768","7.899072647","nan",".9679999948","nan","2.432774782","3.728871584","8.688481331","13.36689472","1","1","-.625","28.875","0","0","1","1","0","0","0","0"
"7656","1.252417803","1.423104286","6.881416321","nan",".9700000286","nan","1.408392668","1.722843051","5.029973984","7.73842144","1","1","-.625","29.125","0","0","1","1","0","0","0","0"
"7657",".9336124659",".7857509851","5.129738808","nan",".8249999881","nan",".9162558317",".7581974864","3.272342205","5.034372807","0","1","-.625","29.375","0","0","0","1","1","0","0","0"
"7658",".9530537128",".8093226552","5.236558914","nan",".80400002","nan",".9162558317",".7410638928","3.272342205","5.034372807","0","1","-.625","29.625","0","0","0","1","1","0","0","0"
"7659","1.204128385","1.355647206","6.616089821","nan",".9350000024","nan",".9677560329",".8917082548","3.456271648","5.317340851","0","1","-.625","29.875","0","0","0","1","1","0","0","0"
"766",".6148676872","nan","3.378393888","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.625","-4.875","nan","nan","nan","nan","nan","nan","nan","nan"
"7660","1.385306954","1.671715021","7.611577034","nan",".9900000095","nan",".9677560329",".8639124036","3.456271648","5.317340851","0","1","-.625","30.125","0","0","0","1","1","0","0","0"
"7661","1.108822942","1.102278471","6.092433929","nan",".9470000267","nan",".9677560329",".8334944844","3.456271648","5.317340851","0","1","-.625","30.375","0","0","0","1","1","0","0","0"
"7662","1.276490211","1.379415512","7.013682365","nan",".97299999","nan",".9677560329",".800868392","3.456271648","5.317340851","0","1","-.625","30.625","0","0","0","1","1","0","0","0"
"7663",".7570081949",".3807885647","4.159385681","nan",".726000011","nan",".9677560329",".7634750605","3.456271648","5.317340851","0","1","-.625","30.875","0","0","0","1","1","0","0","0"
"7664","1.471606493","1.649625778","8.085749626","nan",".9720000029","nan",".9677560329",".7442055941","3.456271648","5.317340851","0","1","-.625","31.125","0","0","0","1","1","0","0","0"
"7665","1.680567503","1.962860465","9.233886719","nan",".9950000048","nan",".9677560329",".7082702518","3.456271648","5.317340851","0","1","-.625","31.375","0","0","0","1","1","0","0","0"
"7666",".9977189898",".6776874661","5.481972694","nan",".8489999771","nan",".9677560329",".6272473335","3.456271648","5.317340851","0","1","-.625","31.625","0","0","0","1","1","0","0","0"
"7667","1.164050102","1.000864267","6.395880222","nan",".90200001","nan","2.149661779","2.699473143","7.677363396","11.81132889","1","1","-.625","34.125","0","0","1","1","0","0","0","0"
"7668","1.275874615","1.243691325","7.010300159","nan",".9369999766","nan","2.149661779","2.777917385","7.677363396","11.81132889","1","1","-.625","34.375","0","0","1","1","0","0","0","0"
"7669","1.64640379","1.99855566","9.046175003","nan",".9919999838","nan","2.149661779","2.927272558","7.677363396","11.81132889","1","1","-.625","34.625","0","0","1","1","0","0","0","0"
"767",".7057721615","nan","3.877868891","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.625","-4.625","nan","nan","nan","nan","nan","nan","nan","nan"
"7670","1.57984376","1.934116364","8.680459976","nan",".9639999866","nan","2.149661779","2.989937544","7.677363396","11.81132889","1","1","-.625","34.875","0","0","1","1","0","0","0","0"
"7671","1.509755373","1.84272325","8.295358658","nan",".9629999995","nan","2.149661779","3.04895997","7.677363396","11.81132889","1","1","-.625","35.125","0","0","1","1","0","0","0","0"
"7672","1.088225603","1.06247735","5.979261398","nan",".8610000014","nan","2.149661779","3.074628592","7.677363396","11.81132889","1","1","-.625","35.375","0","0","1","1","0","0","0","0"
"7673",".6253055334",".1932185441","3.435744524","nan",".6690000296","nan","2.149661779","3.094949722","7.677363396","11.81132889","1","1","-.625","35.625","0","0","0","0","0","0","1","1"
"7674",".453892231","-.1112605408","2.493913651","nan",".5379999876","nan",".702849865",".373948276","2.510178089","3.861812353","0","1","-.625","36.125","1","0","0","0","0","0","0","1"
"7675",".2670443058","-.4731793404","1.467276335","nan",".5019999743","nan",".702849865",".3889606595","2.510178089","3.861812353","0","1","-.625","36.375","1","0","0","0","0","0","0","1"
"7676",".9078890085",".8281893134","4.988400936","nan",".8019999862","nan",".702849865",".4139792621","2.510178089","3.861812353","0","1","-.625","36.875","0","0","0","1","1","0","0","0"
"7677","1.71073699","2.441558361","9.399654388","nan",".9840000272","nan",".702849865",".4136621058","2.510178089","3.861812353","0","1","-.625","37.125","0","0","0","1","1","0","0","0"
"7678","1.471524477","1.968627095","8.085299492","nan",".9840000272","nan","1.57352829","2.172783375","5.619743824","8.645759583","1","1","-.625","37.375","0","0","1","1","0","0","0","0"
"7679",".9834375381",".9873646498","5.403503418","nan",".8920000196","nan","1.57352829","2.177555561","5.619743824","8.645759583","1","1","-.625","37.625","0","0","1","1","0","0","0","0"
"768",".6704204082","nan","3.683628798","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.625","-4.375","nan","nan","nan","nan","nan","nan","nan","nan"
"7680",".7611002326",".5343811512","4.181869507","nan",".7799999714","nan","1.57352829","2.177171469","5.619743824","8.645759583","1","1","-.625","37.875","0","0","1","1","0","0","0","0"
"7681",".8233128786",".6638945341","4.523696899","nan",".8080000281","nan","1.57352829","2.181034327","5.619743824","8.645759583","1","1","-.625","38.125","0","0","1","1","0","0","0","0"
"7682",".6367799044",".2841172218","3.498790741","nan",".69599998","nan","1.57352829","2.177675962","5.619743824","8.645759583","1","1","-.625","38.375","0","0","0","0","0","0","1","1"
"7683",".3300830126","nan","1.813642979","nan","nan","nan","1.57352829","nan","5.619743824","8.645759583","nan","nan","-.625","40.375","nan","nan","nan","nan","nan","nan","nan","nan"
"7684",".4381805062","nan","2.407585144","nan","nan","nan","1.57352829","nan","5.619743824","8.645759583","nan","nan","-.625","40.625","nan","nan","nan","nan","nan","nan","nan","nan"
"7685",".4397978783","nan","2.416471958","nan","nan","nan","1.57352829","nan","5.619743824","8.645759583","nan","nan","-.625","40.875","nan","nan","nan","nan","nan","nan","nan","nan"
"7686",".6239793301","nan","3.428457737","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-.625","41.125","nan","nan","nan","nan","nan","nan","nan","nan"
"7687",".9783049822","2.083545685","5.375301838","nan",".9470000267","nan",".9162558317","1.897096872","3.272342205","5.034372807","1","1","-.875","8.875","0","0","1","1","0","0","0","0"
"7688","1.072667599","2.405129671","5.893777847","nan",".9879999757","nan",".9162558317","1.906235218","3.272342205","5.034372807","1","1","-.875","9.125","0","0","1","1","0","0","0","0"
"7689","1.094790697","2.474888325","6.015334129","nan",".9819999933","nan",".9677560329","2.07970047","3.456271648","5.317340851","1","1","-.875","9.375","0","0","1","1","0","0","0","0"
"769",".5801433921","nan","3.187601089","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.625","-4.125","nan","nan","nan","nan","nan","nan","nan","nan"
"7690","1.101427794","2.444162607","6.051800728","nan",".9589999914","nan",".9677560329","2.022840023","3.456271648","5.317340851","1","1","-.875","14.125","0","0","1","1","0","0","0","0"
"7691","1.0488801","2.224974871","5.763077736","nan",".9700000286","nan",".9677560329","1.972753048","3.456271648","5.317340851","1","1","-.875","14.375","0","0","1","1","0","0","0","0"
"7692","1.067450047","2.293401241","5.865110397","nan",".9660000205","nan",".9677560329","1.989150286","3.456271648","5.317340851","1","1","-.875","14.625","0","0","1","1","0","0","0","0"
"7693","1.069344282","2.304744244","5.875517845","nan",".9840000272","nan",".9677560329","1.999930024","3.456271648","5.317340851","1","1","-.875","14.875","0","0","1","1","0","0","0","0"
"7694","1.103689671","2.438741684","6.064229012","nan",".9959999919","nan",".9677560329","2.010403395","3.456271648","5.317340851","1","1","-.875","15.125","0","0","1","1","0","0","0","0"
"7695","1.160065889","2.621124506","6.373988152","nan",".9919999838","nan",".9677560329","2.020535469","3.456271648","5.317340851","1","1","-.875","15.375","0","0","1","1","0","0","0","0"
"7696","1.129032373","2.425555229","6.203474522","nan",".9840000272","nan",".9677560329","1.939107656","3.456271648","5.317340851","1","1","-.875","15.625","0","0","1","1","0","0","0","0"
"7697","1.095283031","2.088788033","6.018038273","nan",".9850000143","nan",".9677560329","1.727567434","3.456271648","5.317340851","1","1","-.875","15.875","0","0","1","1","0","0","0","0"
"7698","1.011305094","1.859302282","5.556621552","nan",".9750000238","nan",".9677560329","1.740083218","3.456271648","5.317340851","1","1","-.875","16.125","0","0","1","1","0","0","0","0"
"7699",".9962158799","1.665160298","5.473713875","nan",".9319999814","nan",".9677560329","1.592134476","3.456271648","5.317340851","1","1","-.875","16.625","0","0","1","1","0","0","0","0"
"77",".3791347146","nan","2.083157778","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","15.625","-14.375","nan","nan","nan","nan","nan","nan","nan","nan"
"770",".5728332996","nan","3.147435904","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.625","-3.875","nan","nan","nan","nan","nan","nan","nan","nan"
"7700",".9923081398","1.651900768","5.452242851","nan",".9480000138","nan",".9677560329","1.588016272","3.456271648","5.317340851","1","1","-.875","16.875","0","0","1","1","0","0","0","0"
"7701","1.084871173","1.905590296","5.960830688","nan",".9879999757","nan",".9677560329","1.595344424","3.456271648","5.317340851","1","1","-.875","17.125","0","0","1","1","0","0","0","0"
"7702","1.026262522","1.763590217","5.638805389","nan",".9810000062","nan",".9677560329","1.601197958","3.456271648","5.317340851","1","1","-.875","17.375","0","0","1","1","0","0","0","0"
"7703","1.184569716","2.32063818","6.508625031","nan",".9900000095","nan",".9677560329","1.715650558","3.456271648","5.317340851","1","1","-.875","17.625","0","0","1","1","0","0","0","0"
"7704","1.123100758","2.128319979","6.170883179","nan",".976000011","nan",".9677560329","1.691075206","3.456271648","5.317340851","1","1","-.875","17.875","0","0","1","1","0","0","0","0"
"7705","1.06331563","1.929311514","5.842393875","nan",".9649999738","nan",".9677560329","1.668199539","3.456271648","5.317340851","1","1","-.875","18.125","0","0","1","1","0","0","0","0"
"7706","1.048455","1.845884442","5.760741234","nan",".9150000215","nan",".9677560329","1.633354545","3.456271648","5.317340851","1","1","-.875","18.375","0","0","1","1","0","0","0","0"
"7707","1.076888084","1.936656237","5.916967869","nan",".9430000186","nan",".9677560329","1.636287212","3.456271648","5.317340851","1","1","-.875","18.625","0","0","1","1","0","0","0","0"
"7708","1.142096758","2.110857248","6.275257111","nan",".9430000186","nan",".9677560329","1.637916088","3.456271648","5.317340851","1","1","-.875","18.875","0","0","1","1","0","0","0","0"
"7709","1.144140244","1.867867708","6.286484718","nan",".9419999719","nan",".9677560329","1.421595335","3.456271648","5.317340851","1","1","-.875","19.125","0","0","1","1","0","0","0","0"
"771",".5440832376","nan","2.989468575","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.625","-3.625","nan","nan","nan","nan","nan","nan","nan","nan"
"7710","1.081582427","1.713401318","5.942760468","nan",".9279999733","nan",".9677560329","1.425922751","3.456271648","5.317340851","1","1","-.875","19.375","0","0","1","1","0","0","0","0"
"7711","1.156980515","1.899405956","6.357035637","nan",".9649999738","nan",".9677560329","1.429140449","3.456271648","5.317340851","1","1","-.875","19.625","0","0","1","1","0","0","0","0"
"7712","1.100392461","1.763195276","6.046112061","nan",".9689999819","nan",".9677560329","1.431275487","3.456271648","5.317340851","1","1","-.875","19.875","0","0","1","1","0","0","0","0"
"7713","1.144079685","1.875754237","6.286151886","nan",".9670000076","nan",".9677560329","1.432358623","3.456271648","5.317340851","1","1","-.875","20.125","0","0","1","1","0","0","0","0"
"7714","1.122283459","1.817768931","6.16639328","nan",".949000001","nan",".9677560329","1.432424664","3.456271648","5.317340851","1","1","-.875","20.375","0","0","1","1","0","0","0","0"
"7715","1.156936169","1.905748367","6.356791973","nan",".97299999","nan",".9677560329","1.431511283","3.456271648","5.317340851","1","1","-.875","20.625","0","0","1","1","0","0","0","0"
"7716","1.199787855","2.037487268","6.59224081","nan",".9679999948","nan",".9677560329","1.454419613","3.456271648","5.317340851","1","1","-.875","20.875","0","0","1","1","0","0","0","0"
"7717","1.138985872","1.891355515","6.258164406","nan",".9679999948","nan",".9677560329","1.451408148","3.456271648","5.317340851","1","1","-.875","21.125","0","0","1","1","0","0","0","0"
"7718","1.097465992","1.772052765","6.030033112","nan",".9229999781","nan",".9677560329","1.447579265","3.456271648","5.317340851","1","1","-.875","21.375","0","0","1","1","0","0","0","0"
"7719","1.107026815","1.783017397","6.082565308","nan",".9440000057","nan",".9677560329","1.430660009","3.456271648","5.317340851","1","1","-.875","21.625","0","0","1","1","0","0","0","0"
"772",".6665737629","nan","3.662493229","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.625","-3.375","nan","nan","nan","nan","nan","nan","nan","nan"
"7720","1.067299247","1.677797198","5.864281654","nan",".9330000281","nan",".9677560329","1.424466252","3.456271648","5.317340851","1","1","-.875","21.875","0","0","1","1","0","0","0","0"
"7721","1.033615112","1.581158996","5.67920351","nan",".9210000038","nan",".9677560329","1.417655468","3.456271648","5.317340851","1","1","-.875","22.125","0","0","1","1","0","0","0","0"
"7722","1.109409571","1.741104126","6.095656395","nan",".9210000038","nan",".9677560329","1.398971796","3.456271648","5.317340851","1","1","-.875","22.375","0","0","1","1","0","0","0","0"
