cellid,MostSensitive
3391,soilph
3392,soilph
3393,soilph
3394,soilph
3395,soilph
3396,up
3397,up
3398,soilph
3399,soilph
3400,soilph
3401,soilph
3402,soilph
3403,soilph
3404,soilph
3405,soilph
3406,soilph
3407,soilph
3408,soilph
3409,soilph
3410,soilph
3411,soilph
3412,soilph
3413,soilcec
3414,claypct
3415,claypct
3416,claypct
3417,soilph
3418,bulkdens
3419,claypct
3420,soilph
3421,soilph
3422,soilph
3423,soilph
3424,soilph
3425,claypct
3426,claypct
3427,claypct
3428,up
3429,up
3430,soilph
3431,soilph
3432,temp_p3
3433,up
3434,up
3435,temp_p3
3436,up
3437,up
3438,soilph
3439,claypct
3440,up
3441,claypct
3442,soilph
3443,soilph
3444,soilph
3445,soilph
3446,soilph
3447,soilph
3448,soilph
3449,soilph
3450,soilph
3500,soilph
3501,soilph
3502,soilph
3503,soilph
3504,soilph
3505,soilph
3506,soilph
3507,soilph
3508,soilph
3509,soilph
3510,soilph
3511,soilph
3512,soilph
3513,soilph
3514,soilph
3515,soilph
3516,soilph
3517,soilph
3518,soilph
3519,soilph
3520,soilph
3521,soilph
3522,soilph
3523,soilph
3524,soilph
3525,up
3526,soilph
3527,soilph
3528,soilph
3529,soilph
3530,soilph
3531,soilph
3532,soilph
3533,soilph
3534,soilph
3535,soilph
3536,soilph
3537,soilph
3538,up
3539,soilph
3540,soilph
3541,soilph
3542,soilph
3543,soilph
3544,soilph
3545,soilph
3546,soilph
3547,soilph
3548,soilph
3549,soilph
3550,soilph
3551,soilph
3552,soilph
3553,soilph
3554,soilph
3555,soilph
3556,soilph
3557,soilph
3558,soilph
3559,soilph
3560,soilph
3561,soilph
3562,soilph
3563,soilph
3564,soilph
3565,soilph
3566,soilph
3567,soilph
3568,soilph
3569,soilph
3570,soilph
3571,up
3572,soilph
3573,up
3574,soilph
3575,soilph
3576,soilph
3577,soilph
3578,soilph
3579,soilph
3580,soilph
3581,soilph
3582,soilph
3583,soilph
3584,soilph
3585,soilph
3586,soilph
3587,soilph
3588,soilph
3589,soilph
3590,soilph
3591,soilph
3592,soilph
3593,soilph
3594,soilph
3595,up
3596,soilph
3597,soilph
3598,bulkdens
3599,soilph
3600,soilph
3601,bulkdens
3602,claypct
3603,soilph
3604,soilph
3605,soilph
3606,soilph
3607,claypct
3608,claypct
3609,claypct
3610,up
3611,up
3612,up
3613,temp_p3
3614,up
3615,up
3616,up
3617,soilcec
3618,soilcec
3619,claypct
3620,claypct
3621,up
3622,soilph
3623,soilph
3624,soilph
3625,soilph
3626,up
3627,soilph
3628,soilph
3629,up
3630,elevm
3681,soilph
3682,soilph
3683,soilph
3684,soilph
3685,soilph
3686,soilph
3687,soilph
3688,soilph
3689,soilph
3690,soilph
3691,soilph
3692,soilph
3693,soilph
3694,soilph
3695,soilph
3696,soilph
3697,soilph
3698,soilph
3699,soilph
3700,soilph
3701,soilph
3702,soilph
3703,soilph
3704,soilph
3705,soilph
3706,soilph
3707,soilph
3708,soilph
3709,soilph
3710,soilph
3711,soilph
3712,soilph
3713,soilph
3714,soilph
3715,soilph
3716,soilph
3717,soilph
3718,soilph
3719,soilph
3720,soilph
3721,soilph
3722,soilph
3723,soilph
3724,soilph
3725,soilph
3726,soilph
3727,soilph
3728,soilph
3729,soilph
3730,soilph
3731,soilph
3732,soilph
3733,soilph
3734,soilph
3735,soilph
3736,soilph
3737,soilph
3742,soilph
3743,soilph
3744,up
3745,soilph
3746,soilph
3747,soilph
3748,soilph
3749,soilph
3750,soilph
3751,soilph
3752,soilph
3753,soilph
3754,soilph
3755,soilph
3756,soilph
3757,soilph
3758,soilph
3759,soilph
3760,soilph
3761,soilph
3762,soilph
3763,soilph
3764,soilph
3765,soilph
3766,soilph
3767,soilph
3768,soilph
3769,soilph
3770,soilph
3771,soilph
3772,soilph
3773,soilph
3774,soilph
3775,soilph
3776,claypct
3777,soilph
3778,soilph
3779,soilph
3780,soilph
3781,claypct
3782,soilph
3783,claypct
3784,up
3785,up
3786,soilph
3787,up
3788,up
3789,up
3790,up
3791,up
3792,claypct
3793,claypct
3794,soilcec
3795,soilph
3796,claypct
3797,soilph
3798,soilph
3799,up
3800,soilph
3801,up
3802,bulkdens
3803,claypct
3804,bulkdens
3855,soilph
3856,soilph
3857,soilph
3858,soilph
3859,soilph
3860,soilph
3861,soilph
3862,soilph
3863,soilph
3864,soilph
3865,soilph
3866,soilph
3867,soilph
3868,soilph
3869,soilph
3870,soilph
3871,soilph
3872,soilph
3873,soilph
3874,soilph
3875,soilph
3876,soilph
3877,soilph
3878,soilph
3879,soilph
3880,soilph
3881,soilph
3882,soilph
3883,soilph
3884,soilph
3885,soilph
3886,soilph
3887,soilph
3888,soilph
3889,soilph
3890,soilph
3891,soilph
3892,up
3893,soilph
3894,soilph
3895,soilph
3896,soilph
3897,up
3901,soilph
3902,soilph
3903,soilph
3904,soilph
3905,soilph
3906,up
3907,soilph
3908,soilph
3909,up
3910,soilph
3911,soilph
3912,soilph
3913,soilph
3914,soilph
3915,soilph
3916,soilph
3917,soilph
3918,soilph
3919,soilph
3920,soilph
3921,soilph
3922,up
3923,soilph
3924,up
3925,soilph
3926,soilph
3927,soilph
3928,soilph
3929,soilph
3930,soilph
3931,soilph
3932,soilph
3933,soilph
3934,soilph
3935,up
3936,soilph
3937,soilph
3938,soilph
3939,soilph
3940,soilph
3941,soilph
3942,soilph
3943,soilph
3944,soilph
3945,soilph
3946,soilph
3947,soilph
3948,soilph
3949,soilph
3950,claypct
3951,soilph
3952,soilph
3953,soilph
3954,soilph
3955,claypct
3956,soilph
3957,claypct
3958,claypct
3959,soilph
3960,soilcec
3961,claypct
3962,claypct
3963,temp_p3
3964,up
3965,soilph
3966,temp_p3
3967,temp_p1
3968,up
3969,claypct
3970,up
3971,claypct
3972,up
3973,soilph
3974,up
3975,soilph
3976,soilph
3977,up
3978,temp_p2
3979,claypct
3980,claypct
3981,up
3982,elevm
4030,soilph
4031,soilph
4032,soilph
4033,soilph
4034,soilph
4035,soilph
4036,soilph
4037,soilph
4038,soilph
4039,soilph
4040,soilph
4041,soilph
4042,soilph
4043,soilph
4044,soilph
4045,soilph
4046,soilph
4047,soilph
4048,soilph
4049,soilph
4050,soilph
4051,soilph
4052,soilph
4053,soilph
4054,soilph
4055,soilph
4056,soilph
4057,soilph
4058,soilph
4059,soilph
4060,soilph
4061,soilph
4062,soilph
4063,soilph
4064,soilph
4065,soilph
4066,soilph
4067,soilph
4068,soilph
4069,soilph
4070,soilph
4071,soilph
4072,soilph
4073,soilph
4074,soilph
4075,soilph
4076,soilph
4077,soilph
4078,soilph
4079,soilph
4080,soilph
4081,soilph
4083,soilph
4084,temp_p1
4085,soilph
4086,soilph
4087,soilph
4088,soilph
4089,soilph
4090,up
4091,soilph
4092,soilph
4093,soilph
4094,soilph
4095,soilph
4096,soilph
4097,soilph
4098,soilph
4099,soilph
4100,soilph
4101,soilph
4102,soilph
4103,soilph
4104,soilph
4105,soilph
4106,soilph
4107,soilph
4108,soilph
4109,soilph
4110,soilph
4111,soilph
4112,soilph
4113,soilph
4114,soilph
4115,bulkdens
4118,soilph
4119,bulkdens
4120,soilph
4121,soilph
4122,soilph
4123,soilph
4124,soilph
4125,soilph
4126,soilph
4127,claypct
4128,claypct
4129,soilph
4130,claypct
4131,claypct
4132,up
4133,up
4134,soilcec
4135,claypct
4136,claypct
4137,claypct
4138,soilph
4139,soilph
4140,claypct
4141,claypct
4142,claypct
4143,bulkdens
4144,claypct
4145,bulkdens
4146,soilcec
4147,soilph
4148,soilph
4149,soilph
4150,soilph
4151,soilph
4152,soilph
4153,temp_p2
4154,up
4155,up
4156,up
4201,soilph
4202,soilph
4203,soilph
4204,soilph
4205,soilph
4206,soilph
4207,soilph
4208,soilph
4209,soilph
4210,soilph
4211,up
4212,soilph
4213,soilph
4214,soilph
4215,soilph
4216,soilph
4217,soilph
4218,soilph
4219,soilph
4220,soilph
4221,soilph
4222,soilph
4223,soilph
4224,soilph
4225,soilph
4226,soilph
4227,soilph
4228,soilph
4229,soilph
4230,soilph
4231,soilph
4232,soilph
4233,soilph
4234,soilph
4235,soilph
4236,soilph
4237,soilph
4238,soilph
4239,soilph
4240,soilph
4241,soilph
4242,soilph
4243,soilph
4244,soilph
4245,soilph
4246,soilph
4247,soilph
4248,soilph
4249,soilph
4250,soilph
4251,soilph
4252,soilph
4254,up
4255,soilph
4256,soilph
4257,soilph
4258,soilph
4259,soilph
4260,soilph
4261,soilph
4262,soilph
4263,soilph
4264,soilph
4265,soilph
4266,soilph
4267,soilph
4268,soilph
4269,soilph
4270,soilph
4271,soilph
4272,soilph
4273,soilph
4274,soilph
4275,soilph
4277,soilph
4278,soilph
4279,soilph
4280,soilph
4281,claypct
4282,soilph
4283,soilph
4284,soilph
4285,soilph
4286,soilph
4287,soilph
4288,soilph
4289,claypct
4290,up
4291,up
4292,soilph
4293,up
4294,up
4295,claypct
4296,soilcec
4297,claypct
4298,claypct
4299,soilph
4300,claypct
4301,claypct
4302,temp_p3
4303,bulkdens
4304,bulkdens
4305,bulkdens
4306,bulkdens
4307,bulkdens
4308,bulkdens
4309,soilph
4310,temp_p3
4311,up
4312,soilph
4313,soilph
4314,temp_p2
4315,temp_p2
4316,temp_p2
4317,soilph
4361,soilph
4362,soilph
4363,soilph
4364,soilph
4365,soilph
4366,soilph
4367,soilph
4368,soilph
4369,soilph
4370,up
4371,up
4372,soilph
4373,soilph
4374,soilph
4375,soilph
4376,soilph
4377,soilph
4378,soilph
4379,soilph
4380,soilph
4381,soilph
4382,soilph
4383,soilph
4384,soilph
4385,soilph
4386,soilph
4387,up
4388,up
4389,soilph
4390,up
4391,up
4392,up
4393,soilph
4394,soilph
4395,soilph
4396,soilph
4397,soilph
4398,up
4399,soilph
4400,soilph
4401,soilph
4402,soilph
4403,soilph
4404,soilph
4405,soilph
4406,up
4407,up
4408,soilph
4409,soilph
4410,soilph
4411,soilph
4412,soilph
4414,soilph
4415,soilph
4416,soilph
4417,soilph
4418,up
4419,soilph
4420,up
4421,soilph
4422,soilph
4423,soilph
4424,soilph
4425,temp_p1
4426,soilph
4427,soilph
4428,soilph
4429,soilph
4430,soilph
4431,soilph
4432,soilph
4433,soilph
4434,soilph
4435,soilph
4436,soilph
4437,soilph
4438,soilph
4439,soilph
4440,soilph
4441,soilph
4442,claypct
4443,soilph
4444,soilph
4445,soilph
4446,soilph
4447,soilph
4448,soilph
4449,soilph
4450,claypct
4451,soilph
4452,claypct
4453,up
4454,claypct
4455,claypct
4456,up
4457,up
4458,soilph
4459,soilph
4460,up
4461,up
4462,bulkdens
4463,up
4464,claypct
4465,up
4466,up
4467,bulkdens
4468,bulkdens
4469,bulkdens
4470,bulkdens
4471,soilph
4472,soilph
4473,temp_p2
4474,bulkdens
4475,soilph
4476,temp_p2
4517,soilph
4518,soilph
4519,soilph
4520,soilph
4521,soilph
4522,soilph
4523,soilph
4524,soilph
4525,soilph
4526,up
4527,up
4528,up
4529,soilph
4530,soilph
4531,soilph
4532,soilph
4533,soilph
4534,soilph
4535,soilph
4536,soilph
4537,soilph
4538,soilph
4539,up
4540,soilph
4541,up
4542,up
4543,up
4544,soilph
4545,soilph
4546,soilph
4547,soilph
4548,soilph
4549,soilph
4550,soilph
4551,soilph
4552,soilph
4553,soilph
4554,soilph
4555,soilph
4556,soilph
4557,soilph
4558,soilph
4559,up
4560,soilph
4561,soilph
4562,soilph
4563,up
4564,up
4566,soilph
4567,soilph
4568,soilph
4569,up
4570,soilph
4571,up
4572,up
4573,up
4574,up
4575,soilph
4576,soilph
4577,soilph
4578,soilph
4579,soilph
4580,soilph
4581,soilph
4582,soilph
4583,soilph
4584,soilph
4585,soilph
4586,soilph
4588,soilph
4589,soilph
4590,soilph
4591,soilph
4592,soilph
4593,soilph
4594,soilph
4595,soilph
4596,soilph
4597,soilph
4598,soilph
4599,soilph
4600,soilph
4601,soilph
4602,soilph
4603,claypct
4604,claypct
4605,claypct
4606,claypct
4607,up
4608,claypct
4609,soilph
4610,soilph
4611,soilph
4612,claypct
4613,up
4614,bulkdens
4615,bulkdens
4616,claypct
4617,claypct
4618,bulkdens
4619,bulkdens
4620,bulkdens
4621,bulkdens
4622,bulkdens
4623,soilph
4624,soilph
4625,soilph
4626,soilph
4627,soilph
4628,temp_p2
4666,soilph
4667,soilph
4669,soilph
4670,soilph
4671,up
4672,soilph
4673,soilph
4674,soilph
4675,up
4676,up
4677,soilph
4678,soilph
4679,soilph
4680,soilph
4681,soilph
4682,soilph
4683,soilph
4684,soilph
4685,soilph
4686,soilph
4687,soilph
4688,soilph
4689,up
4690,up
4691,up
4692,up
4693,up
4694,up
4695,up
4696,up
4697,soilph
4698,soilph
4699,soilph
4700,soilph
4701,soilph
4702,soilph
4703,soilph
4704,soilph
4705,soilph
4706,soilph
4707,soilph
4708,soilph
4709,up
4710,soilph
4711,soilph
4712,soilph
4713,soilph
4714,up
4715,up
4716,up
4717,up
4718,soilph
4719,soilph
4720,up
4721,up
4722,up
4723,up
4724,claypct
4725,up
4726,up
4727,soilph
4728,claypct
4729,claypct
4730,temp_p3
4731,soilph
4732,soilph
4733,soilph
4734,soilph
4735,soilph
4736,soilph
4737,soilph
4738,soilph
4739,soilph
4740,soilph
4741,soilph
4742,up
4743,soilph
4744,soilph
4745,soilph
4746,soilph
4747,soilph
4748,soilph
4749,soilph
4750,soilph
4751,soilph
4752,soilph
4753,soilph
4754,soilph
4755,soilph
4756,soilph
4757,soilph
4758,soilph
4759,soilph
4760,claypct
4761,claypct
4762,claypct
4763,claypct
4764,claypct
4765,soilph
4766,claypct
4767,claypct
4768,claypct
4769,claypct
4770,up
4771,up
4772,bulkdens
4773,soilph
4774,soilph
4775,soilph
4776,soilph
4777,soilph
4778,soilph
4779,soilph
4780,soilph
4781,up
4815,soilph
4816,soilph
4817,soilph
4818,soilph
4819,soilph
4820,bulkdens
4821,soilph
4822,soilph
4823,soilph
4824,up
4825,up
4826,soilph
4827,soilph
4828,soilph
4829,soilph
4830,soilph
4831,soilph
4832,soilph
4833,soilph
4834,soilph
4835,soilph
4836,soilph
4837,soilph
4838,up
4839,up
4840,up
4841,up
4842,up
4843,up
4844,soilph
4845,up
4846,soilph
4847,soilph
4848,soilph
4849,soilph
4850,soilph
4851,up
4852,soilph
4853,soilph
4854,soilph
4855,soilph
4856,soilph
4857,soilph
4858,up
4859,soilph
4860,soilph
4861,soilph
4862,soilph
4863,up
4864,up
4865,up
4866,elevm
4867,soilph
4868,up
4869,up
4870,claypct
4871,claypct
4872,claypct
4873,up
4874,up
4875,up
4876,claypct
4877,claypct
4878,claypct
4879,temp_p3
4880,soilph
4881,soilph
4882,up
4883,soilph
4884,soilph
4885,up
4886,soilph
4887,soilph
4888,soilph
4889,soilph
4890,soilph
4891,soilph
4892,soilph
4893,soilph
4894,soilph
4895,soilph
4896,soilph
4897,soilph
4898,soilph
4899,soilph
4900,soilph
4901,soilph
4902,soilph
4903,soilph
4904,soilph
4905,soilph
4906,soilph
4907,soilph
4908,soilph
4909,soilph
4910,claypct
4911,claypct
4912,claypct
4913,claypct
4914,soilph
4915,soilph
4916,soilph
4917,soilph
4918,soilph
4919,soilph
4920,bulkdens
4921,up
4922,bulkdens
4923,soilph
4924,soilph
4925,soilph
4926,soilph
4927,soilph
4928,temp_p2
4929,temp_p2
4930,soilph
4931,up
4932,up
4965,soilph
4967,soilph
4968,soilph
4969,soilph
4970,soilph
4973,soilph
4974,soilph
4975,soilph
4976,soilph
4977,soilph
4978,soilph
4979,soilph
4980,soilph
4981,soilph
4982,soilph
4983,soilph
4984,soilph
4985,soilph
4986,up
4987,bulkdens
4988,up
4989,up
4990,up
4991,up
4992,up
4993,up
4994,up
4995,up
4996,soilph
4997,soilph
4998,soilph
4999,soilph
5000,soilph
5001,up
5002,up
5003,soilph
5004,soilph
5005,soilph
5006,soilph
5007,up
5008,soilph
5009,soilph
5010,up
5011,up
5012,up
5013,up
5014,up
5015,up
5016,bulkdens
5017,bulkdens
5018,claypct
5019,claypct
5020,claypct
5021,claypct
5022,up
5023,claypct
5024,up
5025,claypct
5026,claypct
5027,claypct
5028,up
5029,claypct
5030,up
5031,up
5032,up
5033,up
5034,soilph
5035,soilph
5036,soilph
5037,soilph
5038,soilph
5039,soilph
5040,soilph
5041,soilph
5042,soilph
5043,soilph
5044,soilph
5045,soilph
5046,soilph
5047,soilph
5048,soilph
5049,soilph
5050,soilph
5051,soilph
5052,soilph
5053,soilph
5054,soilph
5055,soilph
5056,soilph
5057,soilph
5058,soilph
5059,claypct
5060,up
5061,soilcec
5062,claypct
5063,claypct
5064,claypct
5065,soilph
5066,soilcec
5067,claypct
5068,claypct
5069,soilph
5070,soilph
5071,claypct
5072,soilph
5073,soilph
5074,soilph
5075,soilph
5076,soilph
5077,up
5078,soilph
5079,soilph
5080,up
5112,up
5113,soilph
5114,soilph
5115,soilph
5117,soilph
5118,soilph
5120,soilph
5121,soilph
5122,soilph
5123,soilph
5124,soilph
5125,soilph
5126,soilph
5127,soilph
5128,soilph
5129,soilph
5130,soilph
5131,bulkdens
5132,up
5133,up
5134,up
5135,up
5136,up
5137,up
5138,up
5139,up
5140,up
5141,up
5142,up
5143,up
5144,up
5145,up
5146,soilph
5147,soilph
5148,soilph
5149,up
5150,soilph
5151,soilph
5152,up
5153,soilph
5154,soilph
5155,up
5156,up
5157,up
5158,up
5159,up
5160,up
5161,up
5162,up
5163,up
5164,up
5165,claypct
5166,up
5167,claypct
5168,claypct
5169,claypct
5170,up
5171,claypct
5172,claypct
5173,claypct
5174,claypct
5175,claypct
5176,claypct
5177,claypct
5178,up
5179,soilph
5180,soilph
5181,soilph
5182,soilph
5183,soilph
5184,soilph
5185,soilph
5186,soilph
5187,soilph
5188,up
5189,soilph
5190,soilph
5191,soilph
5192,soilph
5193,soilph
5194,soilph
5195,soilph
5196,soilph
5197,soilph
5198,soilph
5199,claypct
5200,claypct
5201,acidity
5202,claypct
5203,claypct
5204,claypct
5205,soilph
5206,soilph
5207,soilph
5208,soilph
5209,claypct
5210,soilph
5211,soilph
5212,soilph
5213,soilph
5214,soilph
5215,temp_p2
5216,soilph
5217,soilph
5218,up
5219,soilph
5220,soilph
5221,up
5222,up
5255,up
5259,soilph
5260,soilph
5261,soilph
5262,soilph
5263,soilph
5264,soilph
5265,soilph
5266,soilph
5267,soilph
5268,soilph
5269,soilph
5270,soilph
5271,up
5272,up
5273,up
5274,up
5275,up
5276,up
5277,up
5278,up
5279,up
5280,up
5281,up
5282,up
5283,up
5284,up
5285,up
5286,up
5287,up
5288,soilph
5289,soilph
5290,up
5291,up
5292,soilph
5293,up
5294,soilph
5295,up
5296,up
5297,up
5298,up
5299,claypct
5300,claypct
5301,up
5302,up
5303,claypct
5304,up
5305,claypct
5306,claypct
5307,claypct
5308,up
5309,claypct
5310,claypct
5311,claypct
5312,claypct
5313,claypct
5314,claypct
5315,claypct
5316,claypct
5317,up
5318,up
5319,up
5320,up
5321,soilph
5322,soilph
5323,soilph
5324,soilph
5325,soilph
5326,up
5327,soilph
5328,up
5329,up
5330,up
5331,soilph
5332,soilph
5333,soilph
5334,soilph
5335,soilph
5336,soilph
5337,soilph
5338,soilph
5339,soilph
5340,soilph
5341,soilph
5342,soilph
5343,bulkdens
5344,claypct
5345,claypct
5346,claypct
5347,up
5348,up
5349,up
5350,claypct
5351,soilph
5352,claypct
5353,soilph
5354,soilph
5355,soilph
5356,soilph
5357,soilph
5358,soilph
5359,soilph
5360,claypct
5361,soilph
5362,soilph
5363,bulkdens
5364,soilph
5365,bulkdens
5366,bulkdens
5367,soilph
5399,soilph
5400,soilph
5401,soilph
5402,soilph
5403,soilph
5404,soilph
5405,soilph
5406,up
5407,up
5408,up
5409,up
5410,up
5411,up
5412,up
5413,up
5414,up
5415,up
5416,up
5417,up
5418,soilph
5419,up
5420,soilph
5421,up
5422,up
5423,up
5424,up
5425,up
5426,up
5427,up
5428,up
5429,up
5430,claypct
5431,up
5432,bulkdens
5433,bulkdens
5434,up
5435,claypct
5436,up
5437,claypct
5438,claypct
5439,claypct
5440,claypct
5441,soilph
5442,soilph
5443,up
5444,up
5445,soilph
5446,soilph
5447,soilph
5448,soilph
5449,soilph
5450,soilph
5451,soilph
5452,soilph
5453,claypct
5454,up
5455,claypct
5456,claypct
5457,claypct
5458,claypct
5459,up
5460,up
5461,claypct
5462,soilph
5463,soilph
5464,soilph
5465,soilph
5466,soilph
5467,soilph
5468,soilph
5469,soilph
5470,soilph
5471,soilph
5472,up
5473,bulkdens
5474,bulkdens
5498,up
5499,up
5500,up
5501,up
5502,up
5503,up
5504,soilph
5505,soilph
5506,soilph
5507,soilph
5508,soilph
5509,soilph
5510,claypct
5511,up
5512,up
5513,up
5514,up
5515,up
5516,up
5517,up
5518,up
5519,up
5520,up
5521,up
5522,up
5523,up
5524,up
5526,up
5527,up
5528,up
5529,claypct
5530,up
5531,claypct
5532,claypct
5533,claypct
5534,bulkdens
5535,up
5536,up
5537,up
5538,up
5539,up
5540,up
5541,soilph
5542,soilph
5543,up
5544,up
5545,soilph
5546,up
5547,up
5548,up
5549,up
5550,up
5551,soilph
5552,soilph
5553,soilph
5554,claypct
5555,up
5556,up
5557,up
5558,claypct
5559,up
5560,claypct
5561,claypct
5562,claypct
5563,up
5564,soilph
5565,soilph
5566,soilph
5567,soilph
5568,temp_p3
5569,soilph
5570,up
5571,soilph
5572,temp_p2
5573,soilph
5574,soilph
5575,soilph
5576,soilph
5577,soilph
5578,soilph
5602,up
5603,up
5604,up
5605,up
5606,up
5607,soilph
5608,soilph
5609,soilph
5610,soilph
5611,up
5612,up
5615,up
5616,up
5617,up
5618,up
5619,up
5620,up
5621,up
5622,up
5623,up
5624,up
5625,up
5626,up
5627,up
5628,up
5629,up
5630,up
5631,temp_p3
5632,up
5633,claypct
5634,up
5635,up
5636,up
5637,up
5638,up
5639,up
5640,claypct
5641,up
5642,up
5643,up
5644,soilph
5645,up
5646,up
5647,up
5648,up
5649,up
5650,up
5651,up
5652,claypct
5653,claypct
5654,soilph
5655,soilph
5656,soilph
5657,soilph
5658,claypct
5659,claypct
5660,up
5661,claypct
5662,claypct
5663,claypct
5664,up
5665,up
5666,claypct
5667,up
5668,soilcec
5669,soilcec
5670,bulkdens
5671,soilph
5672,bulkdens
5673,up
5674,up
5675,temp_p2
5676,soilph
5677,soilph
5678,up
5679,up
5702,up
5703,up
5704,up
5705,up
5708,up
5709,claypct
5713,up
5714,up
5715,up
5716,up
5717,up
5718,up
5719,up
5720,up
5721,up
5722,up
5723,up
5724,up
5725,up
5726,up
5727,up
5728,up
5729,claypct
5730,claypct
5731,claypct
5732,claypct
5733,up
5734,up
5735,up
5736,up
5737,up
5738,up
5739,up
5740,claypct
5741,claypct
5742,up
5743,up
5744,up
5745,up
5746,up
5747,up
5748,up
5749,up
5750,up
5751,up
5752,up
5753,up
5754,up
5755,up
5756,up
5757,soilph
5758,soilph
5759,soilph
5760,soilph
5761,soilph
5762,soilph
5763,soilph
5764,soilph
5765,up
5766,up
5767,claypct
5768,claypct
5769,claypct
5770,up
5771,up
5772,up
5773,claypct
5774,up
5775,up
5776,up
5777,up
5778,up
5779,claypct
5780,claypct
5781,elevm
5782,bulkdens
5783,claypct
5784,claypct
5785,soilph
5806,up
5807,up
5808,up
5809,up
5810,claypct
5811,up
5812,up
5814,up
5815,up
5816,up
5817,up
5818,up
5819,up
5820,up
5821,up
5823,up
5824,up
5825,claypct
5826,up
5827,up
5828,claypct
5829,claypct
5830,claypct
5831,claypct
5832,claypct
5833,up
5834,up
5835,up
5836,up
5837,up
5838,up
5839,up
5840,claypct
5841,up
5842,claypct
5843,claypct
5844,soilph
5845,soilph
5846,soilph
5847,claypct
5848,up
5849,up
5850,up
5851,up
5852,up
5853,up
5854,up
5855,up
5856,up
5857,up
5858,up
5859,up
5860,up
5861,claypct
5862,up
5863,up
5864,claypct
5865,soilph
5866,soilph
5867,soilph
5868,soilph
5869,soilph
5870,soilph
5871,soilph
5872,soilph
5873,soilph
5874,soilph
5875,claypct
5876,up
5877,claypct
5878,up
5879,claypct
5880,claypct
5881,up
5882,claypct
5883,claypct
5884,up
5885,up
5886,claypct
5887,up
5888,up
5889,up
5890,bulkdens
5891,bulkdens
5892,bulkdens
5893,claypct
5904,claypct
5906,claypct
5907,up
5908,up
5909,up
5910,up
5911,up
5912,up
5913,up
5914,up
5915,up
5916,up
5917,up
5918,up
5919,up
5920,claypct
5921,up
5922,up
5923,claypct
5924,up
5925,claypct
5926,claypct
5927,claypct
5928,claypct
5929,up
5930,claypct
5931,up
5932,up
5933,up
5934,claypct
5935,claypct
5936,claypct
5937,up
5938,claypct
5939,claypct
5940,up
5941,soilph
5942,claypct
5943,soilph
5944,claypct
5945,claypct
5946,claypct
5947,up
5948,up
5949,up
5950,up
5951,up
5952,up
5953,up
5954,up
5955,up
5956,up
5957,up
5958,up
5959,claypct
5960,up
5961,soilph
5962,soilph
5963,soilph
5964,soilph
5965,soilph
5966,soilph
5967,soilph
5968,soilph
5969,soilph
5970,soilph
5971,soilph
5972,soilph
5973,soilph
5974,soilph
5975,soilph
5976,soilph
5977,soilph
5978,soilph
5979,claypct
5980,temp_p2
5981,up
5982,up
5983,up
5984,claypct
5985,claypct
5986,claypct
5987,soilcec
5988,up
5989,soilcec
5990,up
5991,up
5992,soilcec
5993,claypct
5994,soilph
6000,up
6001,claypct
6002,up
6003,claypct
6004,claypct
6005,claypct
6006,up
6007,up
6008,up
6009,up
6010,up
6011,up
6012,up
6013,up
6014,up
6015,up
6016,up
6017,up
6018,up
6019,up
6020,claypct
6021,up
6022,claypct
6023,claypct
6024,up
6025,up
6026,up
6027,up
6028,up
6029,claypct
6030,up
6031,claypct
6032,claypct
6033,claypct
6034,soilph
6035,soilph
6036,claypct
6037,claypct
6038,claypct
6039,soilph
6040,claypct
6041,claypct
6042,claypct
6043,claypct
6044,up
6045,up
6046,up
6047,up
6048,up
6049,up
6050,up
6051,up
6052,up
6053,up
6054,up
6055,up
6056,up
6057,up
6058,claypct
6059,soilph
6060,soilph
6061,soilph
6062,soilph
6063,claypct
6064,soilph
6065,soilph
6066,soilph
6067,soilph
6068,soilph
6069,soilph
6070,soilph
6071,soilph
6072,soilph
6073,soilph
6074,soilph
6075,soilph
6076,soilph
6077,soilph
6078,up
6079,up
6080,up
6081,soilcec
6082,up
6083,soilcec
6084,up
6087,claypct
6088,claypct
6089,claypct
6090,claypct
6091,claypct
6092,up
6093,up
6094,up
6095,up
6096,up
6097,up
6098,up
6099,up
6100,up
6101,up
6102,up
6103,up
6104,up
6105,up
6106,claypct
6107,claypct
6108,up
6109,claypct
6110,claypct
6111,claypct
6112,up
6113,up
6114,up
6115,up
6116,claypct
6117,claypct
6118,temp_p1
6119,up
6120,up
6121,up
6122,claypct
6123,up
6124,claypct
6125,claypct
6126,claypct
6127,claypct
6128,soilph
6129,claypct
6130,claypct
6131,claypct
6132,up
6133,up
6134,up
6135,up
6136,up
6137,up
6138,up
6139,up
6140,up
6141,up
6142,up
6143,up
6144,up
6145,up
6146,up
6147,up
6148,up
6149,up
6150,up
6151,up
6152,up
6153,claypct
6154,claypct
6155,soilph
6156,soilph
6157,soilph
6158,soilph
6159,soilph
6160,soilph
6161,soilph
6162,soilph
6163,soilph
6164,soilph
6165,soilph
6166,soilph
6167,soilph
6168,bulkdens
6169,up
6170,soilcec
6171,up
6173,up
6174,up
6175,up
6176,up
6177,up
6178,up
6179,claypct
6180,up
6181,up
6182,claypct
6183,claypct
6184,up
6185,up
6186,up
6187,up
6188,claypct
6189,up
6190,claypct
6191,claypct
6192,up
6193,up
6194,up
6195,up
6196,claypct
6197,up
6198,claypct
6199,claypct
