cellid,MostSensitive
8706,up
8707,up
8708,up
8709,claypct
8710,up
8711,up
8712,up
8713,up
8714,up
8715,claypct
8716,claypct
8717,up
8718,claypct
8719,up
8720,claypct
8721,claypct
8722,claypct
8723,claypct
8724,claypct
8725,up
8726,claypct
8727,claypct
8728,claypct
8729,soilph
8730,temp_p3
8731,bulkdens
8732,bulkdens
8733,elevm
8734,elevm
8735,soilph
8736,elevm
8737,soilph
8738,soilph
8739,bulkdens
8740,bulkdens
8741,temp_p1
8742,temp_p1
8743,soilph
8744,soilph
8745,bulkdens
8746,claypct
8747,bulkdens
8748,bulkdens
8749,bulkdens
8750,up
8751,soilph
8752,soilph
8753,soilph
8754,soilph
8756,up
8757,up
8758,up
8759,up
8760,up
8761,up
8762,up
8763,soilph
8764,up
8765,up
8766,up
8767,up
8768,up
8769,up
8770,up
8771,up
8772,up
8773,up
8774,up
8775,up
8776,up
8777,up
8778,up
8779,up
8780,up
8781,up
8782,up
8783,up
8784,up
8785,up
8786,up
8787,up
8788,up
8789,up
8790,up
8791,up
8792,up
8793,up
8794,up
8795,up
8796,up
8797,up
8798,claypct
8799,claypct
8800,up
8801,up
8802,claypct
8803,claypct
8804,up
8805,claypct
8806,up
8807,bulkdens
8808,up
8809,up
8810,up
8811,up
8812,bulkdens
8813,elevm
8814,elevm
8815,elevm
8816,soilph
8817,soilph
8818,soilph
8819,soilph
8820,bulkdens
8821,up
8822,soilph
8823,soilph
8824,soilph
8825,soilph
8826,soilph
8827,soilph
8828,soilph
8829,soilph
8830,up
8831,bulkdens
8832,up
8833,bulkdens
8834,bulkdens
8835,soilph
8836,soilph
8837,soilph
8838,soilph
8839,soilph
8840,up
8841,up
8842,up
8843,up
8844,up
8845,claypct
8846,claypct
8847,claypct
8848,up
8849,claypct
8850,up
8851,up
8852,up
8853,up
8854,up
8855,up
8856,up
8857,up
8858,up
8859,up
8860,up
8861,up
8862,up
8863,up
8864,up
8865,up
8866,up
8867,up
8868,up
8869,up
8870,up
8871,up
8872,up
8873,up
8874,up
8875,up
8876,up
8877,up
8878,up
8879,up
8880,claypct
8881,claypct
8882,claypct
8883,up
8884,up
8885,up
8886,up
8887,claypct
8888,up
8889,up
8890,up
8891,up
8892,up
8893,up
8894,soilph
8895,bulkdens
8896,up
8897,elevm
8898,elevm
8899,bulkdens
8900,bulkdens
8901,soilph
8902,soilph
8903,soilph
8904,bulkdens
8905,soilph
8906,soilph
8907,bulkdens
8908,soilph
8909,soilph
8910,soilph
8911,soilph
8912,soilph
8913,up
8914,bulkdens
8915,up
8916,soilph
8917,up
8918,soilph
8919,soilph
8920,soilph
8921,up
8922,up
8923,up
8924,up
8925,up
8926,up
8927,claypct
8928,up
8929,claypct
8930,claypct
8931,claypct
8932,up
8933,up
8934,up
8935,up
8936,up
8937,up
8938,up
8939,up
8940,up
8941,up
8942,up
8943,up
8944,up
8945,up
8946,up
8947,up
8948,up
8949,up
8950,up
8951,up
8952,up
8953,up
8954,up
8955,up
8956,claypct
8957,claypct
8958,up
8959,up
8960,claypct
8961,up
8962,up
8963,up
8964,up
8965,up
8966,up
8967,claypct
8968,claypct
8969,up
8970,up
8971,up
8972,up
8973,up
8974,up
8975,bulkdens
8976,bulkdens
8977,temp_p2
8978,temp_p1
8979,up
8980,up
8981,elevm
8982,soilph
8983,soilph
8984,elevm
8985,soilph
8986,soilph
8987,soilph
8988,soilph
8989,soilph
8990,soilph
8991,soilph
8992,soilph
8993,soilph
8994,soilph
8995,bulkdens
8996,temp_p2
8997,bulkdens
8998,soilph
8999,soilph
9000,soilph
9001,soilph
9002,soilph
9003,up
9004,up
9005,up
9006,up
9007,up
9008,up
9009,up
9010,up
9011,up
9012,up
9013,up
9014,up
9015,up
9016,up
9017,up
9018,up
9019,up
9020,up
9021,up
9022,up
9023,up
9024,up
9025,up
9026,up
9027,up
9028,up
9029,up
9030,up
9031,up
9032,up
9033,up
9034,up
9035,up
9036,up
9037,up
9038,up
9039,up
9040,up
9041,claypct
9042,claypct
9043,up
9044,claypct
9045,up
9046,claypct
9047,up
9048,up
9049,up
9050,up
9051,up
9052,up
9053,up
9054,up
9055,up
9056,bulkdens
9057,temp_p2
9058,up
9059,soilph
9060,temp_p2
9061,bulkdens
9062,elevm
9063,soilph
9064,soilph
9065,soilph
9066,elevm
9067,soilph
9068,soilph
9069,soilph
9070,soilph
9071,soilph
9072,soilph
9073,bulkdens
9074,up
9075,claypct
9076,soilph
9077,soilph
9078,soilph
9079,up
9080,up
9081,up
9082,up
9083,up
9084,claypct
9085,claypct
9086,up
9087,claypct
9088,claypct
9089,up
9090,up
9091,up
9092,up
9093,up
9094,up
9095,up
9096,up
9097,up
9098,up
9099,up
9100,up
9101,up
9102,up
9103,up
9104,up
9105,up
9106,up
9107,up
9108,up
9109,up
9110,up
9111,up
9112,up
9113,up
9114,up
9115,claypct
9116,up
9117,up
9118,up
9119,claypct
9120,up
9121,up
9122,up
9123,up
9124,up
9125,up
9126,up
9127,up
9128,up
9129,up
9130,up
9131,up
9132,up
9133,up
9134,up
9135,acidity
9136,up
9137,up
9138,up
9139,bulkdens
9140,up
9141,up
9142,claypct
9143,soilph
9144,soilph
9145,soilph
9146,elevm
9147,elevm
9148,elevm
9149,elevm
9150,elevm
9151,soilph
9152,soilph
9153,soilph
9154,soilph
9155,soilph
9156,soilph
9157,soilph
9158,soilph
9159,soilph
9160,soilph
9161,soilph
9162,soilph
9163,claypct
9164,soilph
9165,claypct
9166,soilph
9167,soilph
9168,up
9169,up
9170,up
9171,up
9172,claypct
9173,up
9174,up
9175,up
9176,claypct
9177,up
9178,up
9179,up
9180,up
9181,up
9182,up
9183,up
9184,up
9185,up
9186,up
9187,up
9188,up
9189,up
9190,up
9191,up
9192,up
9193,up
9194,up
9195,up
9196,up
9197,up
9198,up
9199,up
9200,up
9201,up
9202,up
9203,up
9204,up
9205,claypct
9206,claypct
9207,up
9208,up
9209,claypct
9210,claypct
9211,up
9212,up
9213,up
9214,up
9215,up
9216,up
9217,up
9218,up
9219,up
9220,up
9221,up
9222,up
9223,up
9224,up
9225,up
9226,up
9227,up
9228,up
9229,up
9230,up
9231,bulkdens
9232,bulkdens
9233,up
9234,claypct
9235,bulkdens
9236,bulkdens
9237,soilph
9238,elevm
9239,soilph
9240,soilph
9241,elevm
9242,soilph
9243,soilph
9244,soilph
9245,soilph
9246,soilph
9247,soilph
9248,soilph
9249,soilph
9250,soilph
9251,soilph
9252,soilph
9253,bulkdens
9254,soilph
9255,soilph
9256,soilph
9257,soilph
9258,soilph
9259,soilph
9260,up
9261,up
9262,up
9263,up
9264,up
9265,claypct
9266,up
9267,claypct
9268,up
9269,up
9270,up
9271,up
9272,up
9273,up
9274,up
9275,up
9276,up
9277,up
9278,up
9279,up
9280,up
9281,up
9282,up
9283,up
9284,bulkdens
9285,up
9286,up
9287,up
9288,up
9289,up
9290,up
9291,up
9292,claypct
9293,claypct
9294,up
9295,up
9296,claypct
9297,up
9298,up
9299,up
9300,claypct
9301,claypct
9302,up
9303,up
9304,up
9305,up
9306,up
9307,up
9308,up
9309,up
9310,up
9311,up
9312,up
9313,up
9314,up
9315,up
9316,up
9317,up
9318,up
9319,up
9320,bulkdens
9321,bulkdens
9322,bulkdens
9323,claypct
9324,bulkdens
9325,bulkdens
9326,up
9327,elevm
9328,soilph
9329,elevm
9330,bulkdens
9331,soilph
9332,soilph
9333,soilph
9334,soilph
9335,soilph
9336,soilph
9337,soilph
9338,soilph
9339,soilph
9340,soilph
9341,soilph
9342,soilph
9343,soilph
9344,soilph
9345,soilph
9346,up
9347,soilph
9348,soilph
9349,soilph
9350,soilph
9351,claypct
9352,up
9353,up
9354,claypct
9355,up
9356,up
9357,up
9358,up
9359,up
9360,up
9361,up
9362,up
9363,up
9364,up
9365,up
9366,up
9367,up
9368,up
9369,up
9370,up
9371,up
9372,up
9373,up
9374,up
9375,up
9376,up
9377,up
9378,up
9379,up
9380,up
9381,claypct
9382,claypct
9383,claypct
9384,up
9385,up
9386,up
9387,up
9388,up
9389,up
9390,up
9391,up
9392,up
9393,up
9394,up
9395,up
9396,up
9397,up
9398,up
9399,up
9400,up
9401,up
9402,up
9403,up
9404,up
9405,up
9406,up
9407,up
9408,up
9409,up
9410,bulkdens
9411,bulkdens
9412,bulkdens
9413,soilph
9414,temp_p1
9415,bulkdens
9416,up
9417,up
9418,soilph
9419,soilph
9420,up
9421,soilph
9422,soilph
9423,temp_p1
9424,soilph
9425,soilph
9426,soilph
9427,soilph
9428,soilph
9429,soilph
9430,soilph
9431,soilph
9432,soilph
9433,soilph
9434,soilph
9435,soilph
9436,soilph
9437,soilph
9438,up
9439,soilph
9440,soilph
9441,up
9442,up
9443,claypct
9444,up
9445,up
9446,claypct
9447,up
9448,up
9449,up
9450,bulkdens
9451,up
9452,up
9453,up
9454,up
9455,up
9456,up
9457,up
9458,up
9459,up
9460,up
9461,up
9462,up
9463,up
9464,up
9465,up
9466,up
9467,up
9468,up
9469,up
9470,up
9471,up
9472,up
9473,up
9474,claypct
9475,up
9476,up
9477,up
9478,up
9479,up
9480,up
9481,up
9482,up
9483,up
9484,up
9485,up
9486,up
9487,up
9488,up
9489,up
9490,up
9491,up
9492,up
9493,up
9494,up
9495,up
9496,up
9497,up
9498,up
9499,up
9500,up
9501,up
9502,bulkdens
9503,bulkdens
9504,bulkdens
9505,bulkdens
9506,soilph
9507,soilph
9508,temp_p3
9509,soilph
9510,up
9511,up
9512,soilph
9513,up
9514,up
9515,soilph
9516,bulkdens
9517,soilph
9518,soilph
9520,soilph
9521,soilph
9522,soilph
9523,soilph
9524,soilph
9525,soilph
9526,soilph
9527,soilph
9528,soilph
9529,soilph
9530,up
9531,up
9532,up
9533,soilph
9534,up
9535,up
9536,up
9537,up
9538,up
9539,up
9540,up
9541,up
9542,up
9543,bulkdens
9544,up
9545,up
9546,up
9547,up
9548,up
9549,up
9550,up
9551,up
9552,up
9553,up
9554,up
9555,up
9556,up
9557,up
9558,up
9559,up
9560,up
9561,up
9562,up
9563,up
9564,up
9565,up
9566,claypct
9567,claypct
9568,up
9569,up
9570,up
9571,up
9572,up
9573,up
9574,up
9575,up
9576,up
9577,up
9578,up
9579,up
9580,up
9581,up
9582,up
9583,up
9584,up
9585,up
9586,up
9587,up
9588,up
9589,up
9590,up
9591,up
9592,up
9593,up
9594,up
9595,up
9596,bulkdens
9597,bulkdens
9598,bulkdens
9599,bulkdens
9600,elevm
9601,temp_p2
9602,soilph
9603,soilph
9604,soilph
9607,bulkdens
9608,soilph
9609,soilph
9610,soilph
9611,soilph
9612,soilph
9613,soilph
9614,soilph
9615,soilph
9616,up
9617,soilph
9618,soilph
9619,up
9620,up
9621,up
9622,claypct
9623,up
9624,claypct
9625,up
9626,bulkdens
9627,bulkdens
9628,bulkdens
9629,up
9630,up
9631,up
9632,up
9633,up
9634,up
9635,up
9636,up
9637,up
9638,up
9639,up
9640,up
9641,up
9642,up
9643,up
9644,up
9645,up
9646,up
9647,up
9648,up
9649,up
9650,up
9651,up
9652,up
9653,up
9654,up
9655,up
9656,up
9657,up
9658,up
9659,up
9660,up
9661,up
9662,up
9663,up
9664,up
9665,up
9666,up
9667,up
9668,up
9669,up
9670,up
9671,up
9672,up
9673,up
9674,up
9675,up
9676,up
9677,up
9678,up
9679,up
9680,bulkdens
9681,up
9682,bulkdens
9683,bulkdens
9684,bulkdens
9685,soilph
9686,soilph
9687,bulkdens
9688,bulkdens
9689,bulkdens
9690,soilph
9691,soilph
9692,bulkdens
9693,elevm
9694,soilph
9695,soilph
9696,soilph
9697,claypct
9698,soilph
9699,soilph
9700,soilph
9701,soilph
9703,soilph
9704,soilph
9705,claypct
9706,claypct
9707,up
9708,claypct
9709,claypct
9710,up
9711,claypct
9712,bulkdens
9713,bulkdens
9714,bulkdens
9715,bulkdens
9716,up
9717,up
9718,up
9719,up
9720,up
9721,up
9722,up
9723,up
9724,up
9725,up
9726,up
9727,up
9728,up
9729,up
9730,up
9731,up
9732,up
9733,up
9734,up
9735,up
9736,up
9737,up
9738,up
9739,up
9740,up
9741,up
9742,up
9743,up
9744,up
9745,up
9746,up
9747,up
9748,up
9749,up
9750,up
9751,up
9752,up
9753,up
9754,up
9755,up
9756,up
9757,up
9758,up
9759,up
9760,up
9761,up
9762,up
9763,up
9764,up
9765,bulkdens
9766,bulkdens
9767,bulkdens
9768,soilph
9769,bulkdens
9770,up
9771,soilph
9772,soilph
9773,temp_p2
9774,bulkdens
9775,soilph
9776,soilph
9777,soilph
9778,soilph
9779,soilph
9780,soilph
9781,soilph
9782,soilph
9783,soilph
9786,soilph
9787,soilph
9788,soilph
9789,claypct
9790,claypct
9791,up
9792,claypct
9793,claypct
9794,claypct
9795,bulkdens
9796,bulkdens
9797,up
9798,up
9799,up
9800,up
9801,up
9802,up
9803,up
9804,up
9805,up
9806,up
9807,up
9808,up
9809,up
9810,up
9811,up
9812,up
9813,up
9814,up
9815,up
9816,up
9817,up
9818,up
9819,up
9820,up
9821,up
9822,up
9823,up
9824,up
9825,up
9826,up
9827,up
9828,up
9829,up
9830,up
9831,up
9832,up
9833,up
9834,up
9835,up
9836,up
9837,up
9838,up
9839,up
9840,up
9841,up
9842,up
9843,up
9844,up
9845,up
9846,up
9847,up
9848,up
9849,soilph
9850,up
9851,up
9852,soilph
9853,bulkdens
9854,soilph
9855,soilph
9856,soilph
9857,bulkdens
9858,up
9859,soilph
9860,elevm
9861,claypct
9862,soilph
9863,soilph
9864,soilph
9865,soilph
9866,soilph
9867,soilph
9868,soilph
9869,soilph
9870,soilph
9871,claypct
9872,claypct
9873,claypct
9874,up
9875,claypct
9876,soilph
9877,bulkdens
9878,up
9879,up
9880,up
9881,up
9882,up
9883,up
9884,up
9885,up
9886,up
9887,up
9888,up
9889,up
9890,up
9891,up
9892,up
9893,up
9894,up
9895,up
9896,up
9897,up
9898,up
9899,up
9900,up
9901,up
9902,up
9903,up
9904,up
9905,up
9906,up
9907,up
9908,up
9909,up
9910,up
9911,up
9912,up
9913,up
9914,up
9915,up
9916,up
9917,up
9918,up
9919,up
9920,up
9921,up
9922,up
9923,up
9924,up
9925,bulkdens
9926,bulkdens
9927,up
9928,up
9929,up
9930,up
9931,soilph
9932,soilph
9933,soilph
9934,soilph
9935,soilph
9936,soilph
9937,soilph
9938,soilph
9939,claypct
9940,soilph
9941,soilph
9942,soilph
9943,soilph
9944,soilph
9945,soilph
9946,soilph
9947,claypct
9948,claypct
9949,claypct
9950,up
9951,claypct
9952,soilph
9953,up
9954,bulkdens
9955,up
9956,bulkdens
9957,up
9958,up
9959,up
9960,up
9961,up
9962,up
9963,up
9964,up
9965,up
9966,up
9967,up
9968,up
9969,up
9970,up
9971,up
9972,up
9973,bulkdens
9974,up
9975,up
9976,up
9977,up
9978,up
9979,up
9980,up
9981,up
9982,up
9983,bulkdens
9984,up
9985,bulkdens
9986,up
9987,up
9988,up
9989,up
9990,up
9991,up
9992,up
9993,up
9994,up
9995,up
9996,up
9997,up
9998,up
9999,up
10000,up
10001,up
10002,temp_p3
10003,up
10004,up
10005,up
10006,up
10007,soilph
10008,soilph
10009,soilph
10010,soilph
10011,soilph
10012,soilph
10013,soilph
10014,soilph
10015,soilph
10016,soilph
10017,soilph
10018,soilph
10019,soilph
10020,soilph
10021,claypct
10022,claypct
10023,claypct
10024,up
10025,up
10026,soilph
10027,bulkdens
10028,up
10029,up
10030,bulkdens
10031,up
10032,up
10033,up
10034,up
10035,bulkdens
10036,up
10037,up
10038,up
10039,up
10040,up
10041,up
10042,up
10043,up
10044,up
10045,up
10046,up
10047,up
10048,up
10049,up
10050,up
10051,up
10052,up
10053,up
10054,up
10055,up
10056,up
10057,up
10058,up
10059,up
10060,up
10061,up
10062,up
10063,up
10064,up
10065,up
10066,up
10067,up
10068,soilph
10069,up
10070,up
10071,up
10072,up
10073,bulkdens
10074,bulkdens
10075,up
10076,up
10077,bulkdens
10078,soilph
10079,up
10080,soilph
10081,soilph
10082,up
10083,soilph
10084,up
10085,soilph
10086,soilph
10087,soilph
10088,claypct
10089,soilph
10090,up
10093,soilph
10094,soilph
10095,soilph
10096,up
10097,up
10098,up
10099,up
10100,temp_p3
10101,soilph
10102,bulkdens
10103,bulkdens
10104,up
10105,up
10106,up
10107,up
10108,up
10109,up
10110,up
10111,bulkdens
10112,bulkdens
10113,bulkdens
10114,bulkdens
10115,bulkdens
10116,bulkdens
10117,bulkdens
10118,bulkdens
10119,bulkdens
10120,up
10121,up
10122,up
10123,up
10124,up
10125,up
10126,up
10127,up
10128,up
10129,up
10130,up
10131,up
10132,up
10133,up
10134,up
10135,up
10136,bulkdens
10137,up
10138,bulkdens
10139,up
10140,up
10141,up
10142,bulkdens
10143,up
10144,soilph
10145,soilph
10146,up
10147,up
10148,up
10149,up
10150,bulkdens
10151,bulkdens
10152,bulkdens
10153,up
10154,bulkdens
10155,bulkdens
10156,bulkdens
10157,bulkdens
10158,up
10159,up
10160,soilph
10161,soilph
10162,bulkdens
10163,soilph
10164,soilph
10165,soilph
10166,soilph
10167,soilph
10168,soilph
10169,soilph
10170,soilph
10171,soilph
10172,soilph
10173,up
10174,up
10175,claypct
10176,up
10177,temp_p3
10178,bulkdens
10179,bulkdens
10180,bulkdens
10181,up
10182,up
10183,soilph
10184,up
10185,up
10186,up
10187,bulkdens
10188,bulkdens
10189,bulkdens
10190,bulkdens
10191,bulkdens
10192,bulkdens
10193,bulkdens
10194,bulkdens
10195,bulkdens
10196,bulkdens
10197,up
10198,bulkdens
10199,up
10200,up
10201,up
10202,up
10203,up
10204,up
10205,up
10206,up
10207,up
10208,up
10209,up
10210,bulkdens
10211,up
10212,up
10213,up
10214,up
10215,up
10216,up
10217,up
10218,up
10219,soilph
10220,bulkdens
10221,up
10222,up
10223,bulkdens
10224,bulkdens
10225,bulkdens
10226,bulkdens
10227,bulkdens
10228,bulkdens
10229,bulkdens
10230,bulkdens
10231,soilph
10232,up
10233,soilph
10234,soilph
10235,soilph
10236,soilph
10237,soilph
10238,bulkdens
10239,soilph
10240,soilph
10241,soilph
10242,up
10243,up
10244,up
10245,claypct
10246,up
10247,soilph
10248,up
10249,soilph
10250,up
10251,soilph
10252,soilph
10253,up
10254,bulkdens
10255,bulkdens
10256,up
10257,up
10258,up
10259,soilph
10260,up
10261,up
10262,up
10263,up
10264,bulkdens
10265,bulkdens
10266,bulkdens
10267,bulkdens
10268,bulkdens
10269,bulkdens
10270,bulkdens
10271,bulkdens
10272,bulkdens
10273,up
10274,up
10275,bulkdens
10276,up
10277,up
10278,up
10279,up
10280,up
10281,up
10282,up
10283,up
10284,up
10285,up
10286,bulkdens
10287,bulkdens
10288,bulkdens
10289,bulkdens
10290,up
10291,up
10292,up
10293,up
10294,up
10295,up
10296,soilph
10297,up
10298,up
10299,up
10300,bulkdens
10301,soilph
10302,bulkdens
10303,bulkdens
10304,bulkdens
10305,up
10306,up
10307,soilph
10308,bulkdens
10309,soilph
10310,soilph
10311,up
10312,up
10313,bulkdens
10314,soilph
10315,soilph
10316,soilph
10317,soilph
10318,bulkdens
10319,bulkdens
10320,soilph
10321,soilph
10322,temp_p1
10323,soilph
10324,up
10325,soilph
10326,temp_p3
10327,soilph
10328,soilph
10329,soilph
10330,soilph
10331,soilph
10332,soilph
10333,bulkdens
10334,bulkdens
10335,soilph
10336,soilph
10337,up
10338,bulkdens
10339,bulkdens
10340,bulkdens
10341,bulkdens
10342,up
10343,soilph
10344,soilph
10345,soilph
10346,soilph
10347,up
10348,bulkdens
10349,up
10350,bulkdens
10351,bulkdens
10352,bulkdens
10353,bulkdens
10354,bulkdens
10355,bulkdens
10356,bulkdens
10357,bulkdens
10358,up
10359,bulkdens
10360,up
10361,up
10362,up
10363,up
10364,up
10365,up
10366,up
10367,up
10368,up
10369,up
10370,bulkdens
10371,bulkdens
10372,bulkdens
10373,bulkdens
10374,bulkdens
10375,up
10376,up
10377,up
10378,up
10379,soilph
10380,up
10381,up
10382,up
10383,up
10384,bulkdens
10385,bulkdens
10386,bulkdens
10387,bulkdens
10388,up
10389,up
10390,bulkdens
10391,bulkdens
10392,up
10393,soilph
10394,up
10395,up
10396,soilph
10397,soilph
10398,soilph
10399,soilph
10400,soilph
10401,soilph
10402,soilph
10403,soilph
10404,up
10405,soilph
10406,soilph
10407,soilph
10408,soilph
10409,soilph
10410,up
10411,claypct
10412,soilph
10413,soilph
10414,claypct
10415,up
10416,bulkdens
10417,soilph
10418,up
10419,soilph
10420,soilph
10421,bulkdens
10422,bulkdens
10423,bulkdens
10424,bulkdens
10425,bulkdens
10426,bulkdens
10427,up
10428,up
10429,soilph
10430,soilph
10431,soilph
10432,up
10433,bulkdens
10434,bulkdens
10435,bulkdens
10436,bulkdens
10437,bulkdens
10438,bulkdens
10439,bulkdens
10440,bulkdens
10441,bulkdens
10442,bulkdens
10443,bulkdens
10444,up
10445,up
10446,up
10447,up
10448,up
10449,up
10450,up
10452,up
10453,up
10454,up
10455,bulkdens
10456,bulkdens
10457,bulkdens
10458,bulkdens
10459,up
10460,up
10461,up
10462,soilph
10463,up
10464,up
10465,soilph
10466,up
10467,up
10468,bulkdens
10469,bulkdens
10470,bulkdens
10471,bulkdens
10472,bulkdens
10473,bulkdens
10474,bulkdens
10475,bulkdens
10476,bulkdens
10477,up
10478,up
10479,soilph
10480,soilph
10481,soilph
10482,soilph
10483,soilph
10484,soilph
10485,soilph
10486,temp_p1
10487,up
10488,up
10489,up
10490,up
10491,soilph
10492,soilph
10493,up
10494,soilph
10495,up
10496,soilph
10497,up
10498,soilph
10499,soilph
10500,soilph
10501,soilph
10502,soilph
10503,up
10504,bulkdens
10505,bulkdens
10506,up
10507,up
10508,soilph
10509,soilph
10510,soilph
10511,soilph
10512,up
10513,bulkdens
10514,up
10515,bulkdens
10516,bulkdens
10517,bulkdens
10518,bulkdens
10519,bulkdens
10520,bulkdens
10521,bulkdens
10522,up
10523,up
10524,bulkdens
10525,up
10526,up
10527,up
10528,up
10529,up
10530,up
10531,up
10532,up
10533,bulkdens
10534,up
10535,bulkdens
10536,bulkdens
10537,bulkdens
10538,bulkdens
10539,up
10540,up
10541,up
10542,up
10543,soilph
10544,soilph
10545,up
10546,bulkdens
10547,soilph
10548,soilph
10549,bulkdens
10550,bulkdens
10551,up
10552,up
10553,bulkdens
10554,up
10555,up
10556,soilph
10557,soilph
10558,soilph
10559,soilph
10560,soilph
10561,soilph
10562,claypct
10563,temp_p2
10564,up
10565,up
10566,soilph
10567,up
10568,up
10569,soilph
10570,soilph
10571,up
10572,soilph
10573,soilph
10574,soilph
10575,soilph
10576,soilph
10577,soilph
10578,soilph
10579,soilph
10580,bulkdens
10581,bulkdens
10582,bulkdens
10583,bulkdens
10584,bulkdens
10585,bulkdens
10586,up
10587,soilph
10588,soilph
10589,soilph
10590,bulkdens
10591,bulkdens
10592,up
10593,up
10594,bulkdens
10595,bulkdens
10596,bulkdens
10597,bulkdens
10598,bulkdens
10599,up
10600,up
10601,up
10602,up
10603,up
10605,bulkdens
10606,up
10607,up
10608,up
10609,up
10610,bulkdens
10611,bulkdens
10612,up
10613,bulkdens
10614,bulkdens
10615,up
10616,up
10617,up
10618,soilph
10619,soilph
10620,soilph
10621,up
10622,up
10623,bulkdens
10624,soilph
10625,soilph
10626,bulkdens
10627,bulkdens
10628,bulkdens
10629,bulkdens
10630,bulkdens
10631,bulkdens
10632,up
10633,up
10634,up
10635,soilph
10636,soilph
10637,soilph
10638,soilph
10639,soilph
10640,up
10641,up
10642,up
10643,up
10644,temp_p3
10645,soilph
10646,soilph
10647,soilph
10648,soilph
10649,up
10650,soilph
10651,soilph
10652,soilph
10653,soilph
10654,bulkdens
10655,bulkdens
10656,bulkdens
10657,up
10658,soilph
10659,up
10660,bulkdens
10661,bulkdens
10662,bulkdens
10663,up
10664,up
10665,bulkdens
10666,bulkdens
10667,bulkdens
10668,bulkdens
10669,up
10670,up
10671,up
10672,bulkdens
10673,up
10675,up
10676,bulkdens
10677,up
10678,up
10679,up
10680,bulkdens
10681,bulkdens
10682,up
10683,up
10684,bulkdens
10685,bulkdens
10686,up
10687,up
10688,soilph
10689,soilph
10690,soilph
10691,soilph
10692,up
10693,up
10694,bulkdens
10695,soilph
10696,soilph
10697,bulkdens
10698,bulkdens
10699,soilph
10700,bulkdens
10701,up
10702,bulkdens
10703,up
10704,soilph
10705,soilph
10706,soilph
10707,soilph
10708,soilph
10709,soilph
10710,soilph
10711,soilph
10712,soilph
10713,temp_p1
10714,up
10715,up
10716,up
10717,soilph
10718,soilph
10719,soilph
10720,soilph
10721,claypct
10722,claypct
10723,soilph
10724,soilph
10725,soilph
10726,bulkdens
10727,bulkdens
10728,bulkdens
10729,bulkdens
10730,up
10731,up
10732,bulkdens
10733,bulkdens
10734,bulkdens
10735,bulkdens
10736,bulkdens
10737,bulkdens
10738,bulkdens
10739,bulkdens
10740,up
10741,bulkdens
10742,up
10743,up
10744,up
10745,up
10746,bulkdens
10747,bulkdens
10749,up
10750,up
10751,bulkdens
10752,bulkdens
10753,bulkdens
10754,up
10755,up
10756,bulkdens
10757,soilph
10758,soilph
10759,up
10760,bulkdens
10761,soilph
10762,soilph
10763,up
10764,bulkdens
10765,bulkdens
10766,up
10767,up
10768,up
10769,up
10770,up
10771,up
10772,up
10773,soilph
10774,soilph
10775,soilph
10776,soilph
10777,soilph
10778,soilph
10779,soilph
10780,up
10781,up
10782,up
10783,soilph
10784,soilph
10785,soilph
10786,soilph
10787,soilph
10788,soilph
10789,up
10790,soilph
10791,soilph
10793,up
10794,claypct
10795,up
10796,soilph
10797,soilph
10798,up
10799,bulkdens
10800,bulkdens
10801,soilph
10802,bulkdens
10803,bulkdens
10804,bulkdens
10805,bulkdens
10806,bulkdens
10807,bulkdens
10808,bulkdens
10809,up
10810,up
10811,bulkdens
10812,bulkdens
10813,bulkdens
10814,bulkdens
10815,bulkdens
10816,bulkdens
10817,bulkdens
10818,bulkdens
10819,up
10820,up
10821,up
10822,up
10823,up
10824,bulkdens
10825,bulkdens
10827,up
10828,up
10829,bulkdens
10830,bulkdens
10831,bulkdens
10832,up
10833,up
10834,bulkdens
10835,up
10836,bulkdens
10837,bulkdens
10838,soilph
10839,soilph
10840,up
10841,bulkdens
10842,bulkdens
10843,soilph
10844,up
10845,bulkdens
10846,up
10847,up
10848,bulkdens
10849,bulkdens
10850,up
10851,up
10852,soilph
10853,soilph
10854,soilph
10855,soilph
10856,soilph
10857,soilph
10858,up
10859,soilph
10860,up
10861,up
10862,soilph
10863,soilph
10864,soilph
10865,soilph
10866,soilph
10867,soilph
10868,soilph
10869,soilph
10870,soilph
10871,soilph
10874,up
10875,soilph
10876,up
10877,bulkdens
10878,bulkdens
10879,up
10880,up
10881,up
10882,bulkdens
10883,bulkdens
10884,bulkdens
10885,bulkdens
10886,bulkdens
10887,bulkdens
10888,bulkdens
10889,bulkdens
10890,up
10891,bulkdens
10892,bulkdens
10893,bulkdens
10894,bulkdens
10895,bulkdens
10896,up
10897,up
10898,up
10899,up
10900,up
10901,bulkdens
10902,up
10903,temp_p2
10904,temp_p2
10905,up
10906,up
10907,up
10908,up
10909,up
10910,up
10911,up
10912,up
10913,soilph
10914,up
10915,bulkdens
10917,bulkdens
10918,bulkdens
10919,bulkdens
10920,bulkdens
10921,bulkdens
10922,bulkdens
10923,up
10924,up
10925,elevm
10926,bulkdens
10927,up
10928,bulkdens
10929,up
10930,up
10931,up
10932,up
10933,soilph
10934,soilph
10935,soilph
10936,soilph
10937,up
10938,up
10939,soilph
10940,soilph
10941,soilph
10942,soilph
10943,soilph
10944,up
10945,soilph
10946,soilph
10947,soilph
10948,soilph
10949,soilph
10950,bulkdens
10955,up
10956,soilph
10957,bulkdens
10958,temp_p3
